Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Gravitational acceleration (m/s),Angle of attack (rad),Roll rate (rpm),Pitch rate (rpm),Yaw rate (rpm),Mass (g),Longitudinal moment of inertia (kgm),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Vertical orientation (zenith) (rad),Air pressure (Pa)
0.02,0.021172,2.33,126.82,0.0037331,0,9.8221,1.2383,0,0,0,18529,6.6078,NaN,199.8,NaN,0.042852,2672252,2529,0.06028,0.74977,0.055732,0.51004,0.11949,0.12024,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.022,0.02601,2.5836,126.84,0.0045864,0,9.8221,1.222,0,0,0,18526,6.6075,NaN,199.8,NaN,0.043101,2687779,2529,0.069533,0.74924,0.063547,0.5095,0.11949,0.12024,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.024,0.031349,2.8373,126.86,0.0055277,0,9.8221,1.2058,0,0,0,18523,6.6071,NaN,199.79,NaN,0.043361,2704018,2529,0.079589,0.74869,0.071866,0.50895,0.1195,0.12024,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.026,0.037187,3.0911,126.88,0.0065571,0,9.8221,1.1898,0,0,0,18520,6.6067,NaN,199.79,NaN,0.043633,2720958,2529,0.090465,0.74812,0.080673,0.50837,0.1195,0.12025,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.028,0.043526,3.3449,126.9,0.0076747,0,9.8221,1.1741,0,0,0,18517,6.6064,NaN,199.79,NaN,0.043915,2738584,2529,0.10217,0.74753,0.089945,0.50778,0.1195,0.12025,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.03,0.050364,3.5987,126.92,0.0088805,0,9.8221,1.1585,0,0,0,18514,6.606,NaN,199.78,NaN,0.044209,2756885,2529,0.11473,0.74692,0.099661,0.50717,0.1195,0.12025,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.032,0.057702,3.8526,126.94,0.010174,0,9.8221,1.1432,0,0,0,18511,6.6056,NaN,199.78,NaN,0.044513,2775847,2529,0.12814,0.7463,0.1098,0.50654,0.1195,0.12026,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.034,0.06554,4.1065,126.96,0.011556,0,9.8221,1.128,0,0,0,18508,6.6053,NaN,199.78,NaN,0.044827,2795457,2529,0.14242,0.74566,0.12032,0.5059,0.1195,0.12026,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.036,0.073878,4.3604,126.98,0.013027,0,9.8221,1.1131,0,0,0,18506,6.6049,NaN,199.78,NaN,0.045152,2815703,2529,0.15757,0.74501,0.13121,0.50524,0.11951,0.12027,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.038,0.082717,4.6144,127,0.014585,0,9.8221,1.0984,0,0,0,18503,6.6045,NaN,199.77,NaN,0.045487,2836570,2529,0.1736,0.74435,0.14244,0.50457,0.11951,0.12027,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.04,0.092056,4.8685,127.02,0.016232,0,9.8221,1.0839,0,0,0,18500,6.6042,NaN,199.77,NaN,0.045831,2858046,2529,0.19051,0.74367,0.15398,0.50388,0.11951,0.12027,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.042,0.10189,5.1225,127.04,0.017967,0,9.8221,1.0696,0,0,0,18497,6.6038,NaN,199.77,NaN,0.046185,2880118,2529,0.20832,0.74298,0.1658,0.50319,0.11951,0.12028,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.044,0.11223,5.3767,127.06,0.01979,0,9.8221,1.0555,0,0,0,18494,6.6034,NaN,199.76,NaN,0.046549,2902771,2529,0.22701,0.74227,0.17787,0.50248,0.11951,0.12028,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.046,0.12307,5.6308,127.08,0.021701,0,9.8221,1.0417,0,0,0,18491,6.6031,NaN,199.76,NaN,0.046921,2925994,2529,0.2466,0.74156,0.19017,0.50176,0.11952,0.12029,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.048,0.13442,5.885,127.1,0.023701,0,9.8221,1.028,0,0,0,18488,6.6027,NaN,199.76,NaN,0.047302,2949772,2529,0.26708,0.74084,0.20265,0.50103,0.11952,0.12029,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.05,0.14626,6.1392,127.12,0.025789,0,9.8221,1.0146,0,0,0,18486,6.6023,NaN,199.75,NaN,0.047692,2974093,2529,0.28846,0.74011,0.21531,0.50029,0.11952,0.1203,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.052,0.1586,6.3935,127.14,0.027965,0,9.8221,1.0014,0,0,0,18483,6.602,NaN,199.75,NaN,0.048091,2998944,2529,0.31072,0.73937,0.2281,0.49954,0.11952,0.1203,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.054,0.17144,6.6478,127.16,0.03023,0,9.8221,0.98847,0,0,0,18480,6.6016,NaN,199.75,NaN,0.048498,3024313,2529,0.33388,0.73862,0.24101,0.49879,0.11953,0.12031,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.056,0.18479,6.9022,127.18,0.032583,0,9.8221,0.97571,0,0,0,18477,6.6012,NaN,199.74,NaN,0.048913,3050185,2529,0.35793,0.73787,0.254,0.49803,0.11953,0.12031,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.058,0.19863,7.1566,127.2,0.035024,0,9.8221,0.96317,0,0,0,18474,6.6009,NaN,199.74,NaN,0.049336,3076550,2529,0.38286,0.73711,0.26706,0.49726,0.11953,0.12032,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.06,0.21298,7.411,127.22,0.037554,0,9.8221,0.95083,0,0,0,18471,6.6005,NaN,199.74,NaN,0.049766,3103395,2529,0.40868,0.73635,0.28015,0.49649,0.11953,0.12032,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.062,0.22783,7.6655,127.24,0.040172,0,9.8221,0.93871,0,0,0,18468,6.6001,NaN,199.73,NaN,0.050204,3130708,2529,0.43537,0.73558,0.29326,0.49571,0.11954,0.12033,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.064,0.24317,7.92,127.26,0.042878,0,9.8221,0.9268,0,0,0,18466,6.5998,NaN,199.73,NaN,0.05065,3158477,2529,0.46293,0.73481,0.30637,0.49493,0.11954,0.12033,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.066,0.25902,8.1746,127.28,0.045673,0,9.8221,0.9151,0,0,0,18463,6.5994,NaN,199.73,NaN,0.051102,3186691,2529,0.49136,0.73403,0.31945,0.49415,0.11954,0.12034,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.068,0.27538,8.4292,127.3,0.048556,0,9.8221,0.9036,0,0,0,18460,6.599,NaN,199.72,NaN,0.051562,3215337,2529,0.52066,0.73325,0.33249,0.49336,0.11955,0.12035,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.07,0.29223,8.6838,127.32,0.051528,0,9.8221,0.89231,0,0,0,18457,6.5986,NaN,199.72,NaN,0.052028,3244405,2529,0.5508,0.73247,0.34547,0.49257,0.11955,0.12035,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.072,0.30958,8.9385,127.34,0.054588,0,9.8221,0.88121,0,0,0,18454,6.5983,NaN,199.72,NaN,0.052501,3273885,2529,0.5818,0.73169,0.35837,0.49178,0.11955,0.12036,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.074,0.32744,9.1932,127.36,0.057736,0,9.8221,0.87031,0,0,0,18451,6.5979,NaN,199.71,NaN,0.05298,3303764,2529,0.61364,0.7309,0.37117,0.49098,0.11955,0.12036,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.076,0.3458,9.4479,127.38,0.060973,0,9.8221,0.85961,0,0,0,18448,6.5975,NaN,199.71,NaN,0.053465,3334033,2529,0.64631,0.73011,0.38387,0.49019,0.11956,0.12037,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.078,0.36466,9.7027,127.4,0.064299,0,9.8221,0.8491,0,0,0,18446,6.5972,NaN,199.71,NaN,0.053957,3364682,2529,0.67981,0.72933,0.39644,0.48939,0.11956,0.12038,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.08,0.38402,9.9575,127.42,0.067713,0,9.8221,0.83878,0,0,0,18443,6.5968,NaN,199.7,NaN,0.054454,3395700,2529,0.71413,0.72854,0.40889,0.48859,0.11956,0.12039,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.082,0.40388,10.212,127.44,0.071215,0,9.8221,0.82865,0,0,0,18440,6.5964,NaN,199.7,NaN,0.054958,3427077,2529,0.74927,0.72776,0.42118,0.4878,0.11957,0.12039,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.084,0.42425,10.467,127.45,0.074806,0,9.8221,0.8187,0,0,0,18437,6.5961,NaN,199.7,NaN,0.055467,3458805,2529,0.78521,0.72697,0.43332,0.487,0.11957,0.1204,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.086,0.44512,10.722,127.47,0.078486,0,9.8221,0.80893,0,0,0,18434,6.5957,NaN,199.69,NaN,0.055981,3490874,2529,0.82195,0.72619,0.4453,0.4862,0.11958,0.12041,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.088,0.46649,10.977,127.49,0.082254,0,9.8221,0.79933,0,0,0,18431,6.5953,NaN,199.69,NaN,0.056501,3523275,2529,0.85948,0.7254,0.45711,0.48541,0.11958,0.12042,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.09,0.48836,11.232,127.51,0.086111,0,9.8221,0.78992,0,0,0,18428,6.595,NaN,199.69,NaN,0.057025,3555999,2529,0.89779,0.72462,0.46874,0.48462,0.11958,0.12042,NaN,NaN,NaN,NaN,NaN,1.3963,101319
0.092,0.51073,11.487,127.54,0.090056,0,9.8221,0.78067,0,0,0,18426,6.5946,183.94,199.68,-1.5319,0.057555,3589037,2529,0.93687,0.72384,0.48018,0.48382,0.11959,0.12043,25.924,-88.501,4.5681e-4,0,0,1.3963,101319
0.095,0.54524,11.87,127.56,0.096135,0,9.8221,0.76701,0,-0.076893,0,18422,6.5941,184.11,199.68,-1.5142,0.058353,3638764,2529,0.99699,0.72268,0.49712,0.48265,0.11959,0.12044,25.433,-85.602,-6.7229e-5,0,-0.0016885,1.3963,101319
0.0995,0.59912,12.444,127.59,0.10561,0,9.8221,0.74725,0,-0.19139,3.0417e-7,18417,6.5934,184.39,199.67,-1.4872,0.059569,3714586,2529,1.0902,0.72096,0.52164,0.4809,0.1196,0.12046,24.724,-81.4,4.3428e-4,0,-0.010038,1.3963,101318
0.10625,0.68471,13.306,127.65,0.12062,0,9.8221,0.71917,0,-0.36114,4.8753e-7,18409,6.5924,184.81,199.67,-1.4455,0.061435,3830911,2529,1.2367,0.7184,0.55635,0.47829,0.11962,0.12049,23.718,-75.423,-4.5465e-4,0,-0.033604,1.3965,101317
0.11625,0.82208,14.583,127.72,0.14462,0,9.8221,0.68079,0,-0.60793,7.6833e-7,18397,6.5909,185.45,199.65,-1.3819,0.064283,4008422,2529,1.4678,0.71468,0.6031,0.47451,0.11964,0.12054,22.354,-67.271,1.7217e-4,0,-0.086973,1.397,101315
0.12625,0.97204,15.861,127.82,0.1707,0,9.8221,0.64593,0,-0.84864,-2.4548e-7,18382,6.589,186.1,199.64,-1.317,0.067218,4191393,2529,1.7146,0.71107,0.64433,0.47082,0.11966,0.12059,21.132,-59.912,2.112e-4,0,-0.155,1.3978,101314
0.13625,1.1346,17.14,127.91,0.19884,0,9.8221,0.61423,0,-1.0828,-9.1003e-7,18368,6.5872,186.75,199.62,-1.2519,0.070229,4379123,2529,1.9761,0.70757,0.68031,0.46724,0.11969,0.12064,20.039,-53.293,2.9915e-4,0,-0.23115,1.3988,101312
0.14625,1.3098,18.42,128,0.22903,0,9.8221,0.58539,0,-1.3098,-1.1706e-6,18354,6.5853,187.4,199.6,-1.1872,0.073308,4571004,2529,2.2516,0.70418,0.71141,0.46377,0.11972,0.1207,19.064,-47.351,-2.107e-4,0,-0.31045,1.4001,101310
0.15625,1.4977,19.7,128.09,0.26124,0,9.8221,0.55911,0,-1.5294,-7.5143e-7,18339,6.5835,188.04,199.59,-1.1236,0.076444,4766515,2529,2.5401,0.70092,0.73806,0.46042,0.11975,0.12076,18.194,-42.021,3.4877e-4,0,-0.38922,1.4016,101307
0.16625,1.6982,20.982,128.18,0.29542,0,9.8221,0.53513,0,-1.7409,-1.8592e-6,18325,6.5816,188.66,199.57,-1.0613,0.079632,4965207,2529,2.8409,0.69778,0.76074,0.45718,0.11978,0.12082,17.418,-37.243,-1.7881e-4,0,-0.46477,1.4033,101305
0.17625,1.9114,22.264,128.27,0.33156,0,9.8221,0.51323,0.019512,-1.944,-1.7655e-6,18311,6.5798,189.27,199.55,-1.0007,0.082866,5166697,2529,3.1537,0.69476,0.77989,0.45406,0.11981,0.12089,16.725,-32.956,2.4938e-4,0,-0.53522,1.4052,101303
0.18625,2.1373,23.548,128.36,0.36961,0,9.8221,0.49319,0.26207,-2.1384,2.5693e-4,18296,6.5779,189.85,199.54,-0.94209,0.086138,5370652,2529,3.4777,0.69186,0.79594,0.45105,0.11985,0.12096,16.106,-29.109,2.0249e-4,0,-0.59929,1.4073,101300
0.19524,2.3512,24.702,128.45,0.4054,0,9.8221,0.47662,0.70341,-2.3052,0.0012311,18283,6.5761,190.36,199.52,-0.89105,0.08911,5555854,2529,3.7784,0.68935,0.80805,0.44844,0.11988,0.12103,15.606,-25.984,-1.979e-4,0,-0.65077,1.4094,101297
0.20067,2.4855,25.4,128.52,0.42776,0,9.8221,0.46721,1.0717,-2.4023,0.0024126,18273,6.5748,190.66,199.51,-0.8608,0.09092,5668614,2529,3.9644,0.68787,0.81443,0.4469,0.1199,0.12107,15.326,-24.232,9.2084e-5,0.07931,-0.67891,1.4108,101296
0.20547,2.607,26.016,128.56,0.44791,-1.4e-8,9.8221,0.45927,1.4323,-2.4855,0.0039371,18265,6.5739,190.92,199.5,-0.83485,0.092523,5768477,2529,4.131,0.6866,0.81952,0.44557,0.11992,0.12111,15.093,-22.77,-3.5355e-4,0.10418,-0.70182,1.412,101294
0.20958,2.7138,26.545,128.6,0.46556,-3.0178e-8,9.8221,0.4527,1.7857,-2.5553,0.0056728,18259,6.573,191.14,199.49,-0.81295,0.093905,5854634,2529,4.2761,0.68552,0.82351,0.44444,0.11993,0.12115,14.902,-21.571,-4.4001e-4,0.12798,-0.72007,1.4131,101293
0.21326,2.811,27.018,128.64,0.48157,-5.5521e-8,9.8221,0.44702,2.1349,-2.6161,0.0076104,18253,6.5723,191.33,199.49,-0.79372,0.095144,5931797,2529,4.4071,0.68458,0.8268,0.44345,0.11995,0.12118,14.738,-20.543,2.1585e-4,0.15104,-0.73524,1.4141,101292
0.21662,2.9012,27.45,128.67,0.4964,-9.2087e-8,9.8221,0.44199,2.4814,-2.6704,0.0097374,18248,6.5717,191.5,199.48,-0.77643,0.096278,6002448,2529,4.528,0.68373,0.82959,0.44256,0.11996,0.12121,14.594,-19.639,4.7483e-4,0.1735,-0.74816,1.415,101291
0.21973,2.9861,27.851,128.7,0.51031,-1.4197e-7,9.8221,0.43744,2.826,-2.7198,0.012047,18244,6.5711,191.66,199.48,-0.76063,0.097332,6068095,2529,4.6411,0.68295,0.83201,0.44174,0.11997,0.12123,14.465,-18.828,1.8106e-4,0.19547,-0.75935,1.4159,101290
0.22265,3.0669,28.226,128.72,0.5235,-2.073e-7,9.8221,0.43329,3.1691,-2.7651,0.014534,18239,6.5705,191.8,199.47,-0.74602,0.098321,6129736,2529,4.7479,0.68222,0.83412,0.44098,0.11999,0.12126,14.349,-18.091,1.2823e-4,0.21702,-0.76914,1.4167,101289
0.22541,3.1441,28.58,128.75,0.53609,-2.9026e-7,9.8221,0.42947,3.5111,-2.8071,0.017191,18235,6.57,191.94,199.47,-0.73239,0.099257,6188076,2529,4.8496,0.68155,0.836,0.44027,0.12,0.12128,14.241,-17.415,-1.187e-4,0.2382,-0.77779,1.4175,101288
0.22802,3.2184,28.918,128.77,0.54818,-3.9308e-7,9.8221,0.4259,3.8522,-2.8462,0.020014,18231,6.5695,192.07,199.46,-0.71959,0.10015,6243633,2529,4.947,0.68092,0.83768,0.4396,0.12001,0.1213,14.142,-16.79,9.7833e-5,0.25903,-0.78546,1.4183,101287
0.23053,3.2903,29.24,128.8,0.55983,-5.1803e-7,9.8221,0.42257,4.1926,-2.8829,0.022997,18228,6.569,192.19,199.46,-0.70751,0.101,6296804,2529,5.0407,0.68032,0.83919,0.43897,0.12002,0.12133,14.05,-16.209,2.4387e-4,0.27957,-0.7923,1.4191,101286
0.23293,3.36,29.549,128.82,0.57111,-6.6744e-7,9.8221,0.41944,4.5324,-2.9175,0.026139,18224,6.5685,192.3,199.46,-0.69604,0.10182,6347898,2529,5.1313,0.67975,0.84056,0.43837,0.12003,0.12135,13.964,-15.664,-1.515e-4,0.29981,-0.79841,1.4198,101286
0.23524,3.4277,29.847,128.84,0.58206,-8.437e-7,9.8221,0.41648,4.8716,-2.9503,0.029435,18221,6.5681,192.41,199.45,-0.68512,0.10261,6397164,2529,5.219,0.6792,0.84181,0.43779,0.12004,0.12137,13.882,-15.151,-3.0798e-4,0.3198,-0.80389,1.4205,101285
0.23747,3.4939,30.134,128.86,0.59271,-1.0492e-6,9.8221,0.41367,5.2105,-2.9813,0.032883,18218,6.5677,192.51,199.45,-0.67468,0.10338,6444804,2529,5.3042,0.67868,0.84295,0.43724,0.12005,0.12139,13.806,-14.668,-4.2816e-4,0.33954,-0.80879,1.4212,101284
0.23964,3.5585,30.413,128.88,0.6031,-1.2866e-6,9.8221,0.411,5.5489,-3.0108,0.036479,18214,6.5673,192.61,199.44,-0.66468,0.10412,6490987,2529,5.3871,0.67818,0.84399,0.43671,0.12006,0.12141,13.733,-14.21,-4.5891e-4,0.35904,-0.81319,1.4219,101283
0.24173,3.6218,30.683,128.9,0.61325,-1.5582e-6,9.8221,0.40846,5.887,-3.039,0.040222,18211,6.5669,192.71,199.44,-0.65507,0.10484,6535854,2529,5.4681,0.6777,0.84495,0.4362,0.12007,0.12143,13.665,-13.775,-2.3601e-4,0.37833,-0.81712,1.4225,101283
0.24377,3.6838,30.946,128.92,0.62319,-1.8667e-6,9.8221,0.40602,6.2248,-3.0659,0.044107,18208,6.5665,192.8,199.44,-0.64582,0.10554,6579525,2529,5.5472,0.67724,0.84583,0.43571,0.12008,0.12145,13.599,-13.361,-6.1703e-4,0.39742,-0.82064,1.4232,101282
0.24576,3.7448,31.202,128.94,0.63293,-2.2148e-6,9.8221,0.40369,6.5623,-3.0916,0.048134,18206,6.5661,192.89,199.43,-0.63689,0.10622,6622103,2529,5.6247,0.67679,0.84665,0.43524,0.12009,0.12147,13.537,-12.966,4.17e-5,0.4163,-0.82377,1.4238,101281
0.2477,3.8047,31.451,128.95,0.64249,-2.6052e-6,9.8221,0.40145,6.8997,-3.1163,0.052301,18203,6.5658,192.97,199.43,-0.62826,0.10689,6663676,2529,5.7006,0.67636,0.8474,0.43478,0.1201,0.12149,13.477,-12.586,-4.1196e-5,0.435,-0.82656,1.4245,101280
0.24959,3.8638,31.695,128.97,0.65189,-3.0406e-6,9.8221,0.39929,7.2367,-3.14,0.056604,18200,6.5654,193.05,199.43,-0.61991,0.10754,6704324,2529,5.7752,0.67594,0.8481,0.43433,0.12011,0.1215,13.419,-12.224,-3.0332e-4,0.45351,-0.82902,1.4251,101280
0.25144,3.9219,31.934,128.99,0.66113,-3.5239e-6,9.8221,0.39721,7.5736,-3.1627,0.061044,18197,6.565,193.13,199.42,-0.61181,0.10818,6744115,2529,5.8484,0.67553,0.84875,0.43389,0.12012,0.12152,13.364,-11.876,1.9952e-5,0.47186,-0.83118,1.4257,101279
0.25326,3.9793,32.168,129,0.67023,-4.058e-6,9.8221,0.3952,7.9104,-3.1846,0.065618,18195,6.5647,193.21,199.42,-0.60395,0.10881,6783109,2529,5.9205,0.67513,0.84935,0.43347,0.12012,0.12154,13.311,-11.54,-5.1179e-4,0.49003,-0.83306,1.4263,101278
0.25503,4.036,32.397,129.02,0.67919,-4.6457e-6,9.8221,0.39327,8.2469,-3.2057,0.070325,18192,6.5644,193.29,199.42,-0.59632,0.10942,6821360,2529,5.9914,0.67475,0.84991,0.43306,0.12013,0.12156,13.26,-11.218,-3.2269e-4,0.50805,-0.83468,1.4269,101278
0.25678,4.0919,32.621,129.04,0.68803,-5.2902e-6,9.8221,0.39139,8.5834,-3.226,0.075162,18190,6.564,193.36,199.42,-0.58889,0.11003,6858916,2529,6.0613,0.67437,0.85043,0.43266,0.12014,0.12157,13.211,-10.907,-8.2589e-4,0.52591,-0.83606,1.4275,101277
0.25849,4.1473,32.842,129.05,0.69675,-5.9945e-6,9.8221,0.38957,8.9196,-3.2456,0.080129,18187,6.5637,193.43,199.41,-0.58165,0.11062,6895821,2529,6.1302,0.67401,0.85092,0.43227,0.12015,0.12159,13.164,-10.606,-2.6116e-4,0.54363,-0.83721,1.428,101276
0.26017,4.202,33.059,129.07,0.70536,-6.7616e-6,9.8221,0.38781,9.2558,-3.2646,0.085225,18185,6.5634,193.5,199.41,-0.5746,0.1112,6932115,2529,6.1982,0.67365,0.85137,0.43188,0.12016,0.12161,13.118,-10.316,-7.2011e-4,0.5612,-0.83815,1.4286,101276
0.26182,4.2562,33.272,129.08,0.71387,-7.5948e-6,9.8221,0.3861,9.5918,-3.2828,0.090448,18182,6.5631,193.57,199.41,-0.56772,0.11178,6967831,2529,6.2653,0.6733,0.85179,0.43151,0.12017,0.12162,13.074,-10.034,-4.6458e-4,0.57862,-0.83888,1.4292,101275
0.26345,4.3098,33.482,129.1,0.72229,-8.4973e-6,9.8221,0.38443,9.9278,-3.3005,0.095796,18180,6.5628,193.64,199.4,-0.56101,0.11234,7003004,2529,6.3317,0.67296,0.85218,0.43114,0.12017,0.12164,13.031,-9.7625,-3.9373e-4,0.59592,-0.83943,1.4298,101274
0.26505,4.363,33.689,129.11,0.73061,-9.4725e-6,9.8221,0.38282,10.264,-3.3176,0.10127,18178,6.5625,193.7,199.4,-0.55444,0.1129,7037662,2529,6.3973,0.67262,0.85255,0.43078,0.12018,0.12166,12.989,-9.4988,-0.0012651,0.61308,-0.8398,1.4303,101274
0.26663,4.4157,33.892,129.13,0.73884,-1.0524e-5,9.8221,0.38124,10.599,-3.3341,0.10687,18175,6.5622,193.76,199.4,-0.54802,0.11345,7071832,2529,6.4621,0.67229,0.85289,0.43043,0.12019,0.12167,12.949,-9.2424,-0.0010251,0.63011,-0.83999,1.4309,101273
0.26819,4.468,34.093,129.14,0.74699,-1.1654e-5,9.8221,0.37971,10.935,-3.3501,0.11259,18173,6.5619,193.83,199.4,-0.54175,0.11399,7105539,2529,6.5263,0.67197,0.8532,0.43009,0.1202,0.12169,12.909,-8.9929,-0.0013552,0.64702,-0.84003,1.4314,101273
0.26972,4.5199,34.291,129.15,0.75507,-1.2868e-5,9.8221,0.37821,11.271,-3.3655,0.11843,18171,6.5616,193.89,199.39,-0.5356,0.11452,7138806,2529,6.5899,0.67166,0.8535,0.42975,0.1202,0.1217,12.871,-8.7509,-0.0012877,0.66381,-0.83991,1.4319,101272
0.27124,4.5714,34.487,129.17,0.76306,-1.4168e-5,9.8221,0.37675,11.606,-3.3805,0.12439,18169,6.5613,193.95,199.39,-0.52957,0.11505,7171655,2529,6.6528,0.67135,0.85377,0.42941,0.12021,0.12172,12.834,-8.516,-0.0014977,0.68047,-0.83964,1.4325,101271
0.27273,4.6225,34.68,129.18,0.77099,-1.5558e-5,9.8221,0.37533,11.941,-3.395,0.13047,18167,6.5611,194,199.39,-0.52367,0.11557,7204104,2529,6.7152,0.67104,0.85403,0.42909,0.12022,0.12174,12.798,-8.2873,-0.0016274,0.69703,-0.83923,1.433,101271
0.27421,4.6732,34.87,129.19,0.77885,-1.7042e-5,9.8221,0.37394,12.277,-3.409,0.13666,18165,6.5608,194.06,199.39,-0.51788,0.11608,7236171,2529,6.777,0.67075,0.85426,0.42877,0.12023,0.12175,12.763,-8.0636,-0.0017459,0.71346,-0.83869,1.4335,101270
