Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Gravitational acceleration (m/s),Angle of attack (rad),Roll rate (rpm),Pitch rate (rpm),Yaw rate (rpm),Mass (g),Longitudinal moment of inertia (kgm),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Vertical orientation (zenith) (rad),Air pressure (Pa)
0.046,0.12307,5.6307,127.08,0.021701,0,9.8257,0.84297,0,0,0,18491,6.6031,NaN,199.76,NaN,0.031,1933188,2529,0.2449,0.78086,0.43264,0.54129,0.11944,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.048,0.13441,5.8849,127.1,0.0237,0,9.8257,0.82527,0,0,0,18488,6.6027,NaN,199.76,NaN,0.031502,1964474,2529,0.26629,0.77925,0.45556,0.53968,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.05,0.14625,6.1391,127.12,0.025788,0,9.8257,0.80812,0,0,0,18486,6.6023,NaN,199.75,NaN,0.032014,1996360,2529,0.28852,0.77764,0.47795,0.53806,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.052,0.1586,6.3934,127.14,0.027965,0,9.8257,0.79152,0,0,0,18483,6.602,NaN,199.75,NaN,0.032534,2028820,2529,0.31158,0.77604,0.49977,0.53645,0.11944,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.054,0.17144,6.6477,127.16,0.030229,0,9.8257,0.77545,0,0,0,18480,6.6016,NaN,199.75,NaN,0.033063,2061826,2529,0.33546,0.77444,0.52098,0.53485,0.11945,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.056,0.18478,6.902,127.18,0.032582,0,9.8257,0.75988,0,0,0,18477,6.6012,NaN,199.74,NaN,0.033601,2095353,2529,0.36014,0.77285,0.54155,0.53326,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.058,0.19863,7.1564,127.2,0.035023,0,9.8257,0.7448,0,0,0,18474,6.6009,NaN,199.74,NaN,0.034147,2129377,2529,0.3856,0.77127,0.56145,0.53167,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.06,0.21297,7.4108,127.22,0.037553,0,9.8257,0.7302,0,0,0,18471,6.6005,NaN,199.74,NaN,0.0347,2163875,2529,0.41183,0.76971,0.58068,0.5301,0.11945,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.062,0.22782,7.6653,127.24,0.040171,0,9.8257,0.71606,0,0,0,18468,6.6001,NaN,199.73,NaN,0.03526,2198826,2529,0.43881,0.76815,0.59921,0.52853,0.11946,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.064,0.24317,7.9198,127.26,0.042877,0,9.8257,0.70236,0,0,0,18466,6.5998,NaN,199.73,NaN,0.035828,2234207,2529,0.46653,0.76661,0.61704,0.52698,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.066,0.25902,8.1743,127.28,0.045672,0,9.8257,0.68909,0,0,0,18463,6.5994,NaN,199.73,NaN,0.036402,2.27e6,2529,0.49497,0.76508,0.63417,0.52544,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.068,0.27537,8.4289,127.3,0.048555,0,9.8257,0.67623,0,0,0,18460,6.599,NaN,199.72,NaN,0.036982,2306186,2529,0.52412,0.76356,0.65061,0.52392,0.11946,0.12018,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.07,0.29222,8.6836,127.31,0.051527,0,9.8257,0.66377,0,0,0,18457,6.5986,NaN,199.72,NaN,0.037569,2342747,2529,0.55396,0.76206,0.66636,0.52241,0.11947,0.12018,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.072,0.30958,8.9382,127.33,0.054587,0,9.8257,0.65169,0,0,0,18454,6.5983,NaN,199.72,NaN,0.038161,2379666,2529,0.58449,0.76058,0.68143,0.52092,0.11947,0.12019,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.074,0.32743,9.1929,127.35,0.057735,0,9.8257,0.63998,0,0,0,18451,6.5979,NaN,199.71,NaN,0.038758,2416928,2529,0.61568,0.75911,0.69584,0.51944,0.11947,0.1202,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.076,0.34579,9.4477,127.37,0.060972,0,9.8257,0.62862,0,0,0,18448,6.5975,NaN,199.71,NaN,0.039361,2454516,2529,0.64752,0.75766,0.70958,0.51798,0.11948,0.1202,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.078,0.36465,9.7024,127.39,0.064297,0,9.8257,0.61761,0,0,0,18446,6.5972,NaN,199.71,NaN,0.039969,2492416,2529,0.68,0.75622,0.72269,0.51653,0.11948,0.12021,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.08,0.38401,9.9573,127.41,0.067711,0,9.8257,0.60693,0,0,0,18443,6.5968,NaN,199.7,NaN,0.040582,2530616,2529,0.71312,0.7548,0.73517,0.51511,0.11948,0.12021,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.082,0.40387,10.212,127.43,0.071213,0,9.8257,0.59656,0,0,0,18440,6.5964,NaN,199.7,NaN,0.041199,2569101,2529,0.74685,0.7534,0.74705,0.51369,0.11948,0.12022,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.084,0.42424,10.467,127.45,0.074804,0,9.8257,0.5865,0,0,0,18437,6.5961,NaN,199.7,NaN,0.04182,2607860,2529,0.78118,0.75201,0.75834,0.5123,0.11949,0.12023,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.086,0.4451,10.722,127.47,0.078484,0,9.8257,0.57674,0,0,0,18434,6.5957,NaN,199.69,NaN,0.042446,2646881,2529,0.81611,0.75065,0.76905,0.51092,0.11949,0.12023,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.088,0.46647,10.977,127.49,0.082252,0,9.8257,0.56725,0,0,0,18431,6.5953,NaN,199.69,NaN,0.043076,2686153,2529,0.85162,0.74929,0.77922,0.50956,0.11949,0.12024,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.09,0.48834,11.232,127.51,0.086108,0,9.8257,0.55804,0,0,0,18428,6.595,NaN,199.69,NaN,0.04371,2725665,2529,0.8877,0.74796,0.78886,0.50821,0.1195,0.12025,NaN,NaN,NaN,NaN,NaN,1.3963,101319
0.092,0.51072,11.487,127.53,0.090053,0,9.8257,0.5491,0,0,0,18426,6.5946,188.28,199.68,-1.1092,0.044347,2765408,2529,0.92434,0.74664,0.79798,0.50689,0.1195,0.12026,17.865,-40.628,1.1059e-4,0,0,1.3963,101319
0.095,0.54522,11.87,127.55,0.09614,0,9.8257,0.53625,0,-0.020804,9.6454e-8,18422,6.5941,188.62,199.68,-1.0759,0.045313,2825593,2529,0.98031,0.7447,0.81062,0.50492,0.11951,0.12027,17.451,-38.12,-7.3466e-5,0,-2.0497e-4,1.3963,101319
0.0995,0.59909,12.444,127.59,0.10565,0,9.8257,0.51797,0,-0.051184,1.7839e-7,18417,6.5934,189.12,199.67,-1.0266,0.046774,2916712,2529,1.0665,0.74184,0.82766,0.50204,0.11952,0.12028,16.871,-34.599,3.0644e-4,0,-0.0011644,1.3963,101318
0.10625,0.68467,13.305,127.64,0.12078,0,9.8257,0.49262,0,-0.09478,2.9809e-7,18409,6.5924,189.86,199.67,-0.95404,0.048994,3055107,2529,1.2007,0.73773,0.84928,0.49789,0.11953,0.12031,16.085,-29.811,-7.6849e-5,0,-0.0036393,1.3963,101317
0.11625,0.82197,14.582,127.72,0.14509,0,9.8257,0.45904,0,-0.15463,-2.9215e-7,18397,6.5909,190.91,199.65,-0.85012,0.052335,3263428,2529,1.4097,0.73196,0.87386,0.49206,0.11955,0.12036,15.082,-23.658,-2.9421e-4,0,-0.0084887,1.3965,101315
0.12625,0.97185,15.86,127.81,0.17165,0,9.8257,0.42953,0,-0.20822,-3.7514e-7,18382,6.589,191.92,199.64,-0.7506,0.05573,3475068,2529,1.6301,0.72657,0.89118,0.48659,0.11957,0.1204,14.238,-18.442,-1.1591e-6,0,-0.013574,1.3967,101314
0.13625,1.1343,17.139,127.91,0.20045,0,9.8257,0.40342,0,-0.25488,0,18368,6.5872,192.88,199.62,-0.65591,0.059169,3689481,2529,1.8614,0.72153,0.90277,0.48147,0.1196,0.12046,13.524,-13.992,-3.8021e-4,0,-0.018045,1.3969,101312
0.14625,1.3094,18.419,128,0.23149,0,9.8257,0.38019,0,-0.29395,-3.779e-7,18354,6.5853,193.78,199.6,-0.56602,0.062646,3906228,2529,2.103,0.7168,0.90987,0.47666,0.11962,0.12051,12.915,-10.174,3.5037e-4,0,-0.02141,1.3972,101310
0.15625,1.497,19.7,128.09,0.26474,0,9.8257,0.35941,0,-0.32472,-3.9928e-7,18339,6.5835,194.64,199.59,-0.48078,0.066155,4124958,2529,2.3544,0.71236,0.91347,0.47213,0.11965,0.12057,12.393,-6.8746,-3.5337e-4,0,-0.02343,1.3975,101307
0.16625,1.6973,20.982,128.19,0.3002,0,9.8257,0.3407,0,-0.34699,1.1423e-6,18325,6.5816,195.46,199.57,-0.39999,0.069692,4345394,2529,2.6153,0.70818,0.91435,0.46786,0.11968,0.12063,11.765,-4.6815,-3.9698e-4,0,-0.024108,1.3979,101305
0.17625,1.9103,22.265,128.28,0.33785,0,9.8257,0.32381,0,-0.3653,2.3096e-6,18311,6.5798,196.23,199.55,-0.32349,0.073253,4567334,2529,2.8854,0.70425,0.9131,0.46383,0.11972,0.1207,11.014,-3.5387,4.555e-4,0,-0.024184,1.3982,101303
0.18625,2.1358,23.548,128.37,0.37769,0,9.8257,0.30848,0,-0.3803,6.8971e-7,18296,6.5779,196.96,199.54,-0.25104,0.076835,4790593,2529,3.1644,0.70053,0.91023,0.46001,0.11975,0.12077,10.347,-2.574,1.5904e-4,0,-0.023823,1.3986,101300
0.19625,2.3741,24.833,128.46,0.41969,0,9.8257,0.29452,0,-0.39194,-2.027e-7,18282,6.5761,197.65,199.52,-0.1824,0.080436,5015015,2529,3.4521,0.69702,0.90609,0.45639,0.11979,0.12084,9.7507,-1.7556,-1.7555e-4,0,-0.02309,1.399,101297
0.20625,2.625,26.118,128.55,0.46386,0,9.8257,0.28176,0,-0.4002,4.7589e-7,18268,6.5742,198.3,199.51,-0.11731,0.084054,5240467,2529,3.7453,0.6937,0.90027,0.45295,0.11982,0.12092,9.215,-1.0591,4.9909e-5,0,-0.022045,1.3994,101294
0.21625,2.8885,27.404,128.65,0.51017,0,9.8257,0.27004,0,-0.40503,3.5555e-7,18254,6.5723,198.92,199.49,-0.055531,0.087687,5466842,2529,4.043,0.69054,0.89298,0.44968,0.11986,0.121,8.7316,-0.46396,4.3216e-4,0,-0.020748,1.3999,101291
0.22625,3.1648,28.692,128.74,0.55863,0,9.8257,0.25924,0,-0.4064,8.3094e-7,18239,6.5705,199.5,199.47,0.0031708,0.091333,5694045,2529,4.3457,0.68755,0.88477,0.44656,0.1199,0.12108,8.2935,0.045173,-2.0736e-4,0,-0.019255,1.4003,101288
0.23625,3.4538,29.98,128.83,0.60921,0,9.8257,0.24927,0,-0.40429,3.2328e-6,18225,6.5686,200.06,199.46,0.059019,0.094992,5922000,2529,4.6543,0.6847,0.87603,0.44358,0.11995,0.12117,7.8947,0.48344,-9.6321e-5,0,-0.017615,1.4007,101284
0.24625,3.7554,31.269,128.92,0.66192,0,9.8257,0.24001,0,-0.39864,4.3517e-6,18211,6.5668,200.59,199.44,0.11223,0.098662,6150637,2529,4.9691,0.68198,0.86702,0.44073,0.11999,0.12127,7.5302,0.86058,-2.5012e-4,0,-0.015877,1.4011,101281
0.25625,4.0698,32.559,129.01,0.71673,0,9.8257,0.23141,0,-0.38945,3.8614e-6,18196,6.5649,201.1,199.42,0.16299,0.10234,6379901,2529,5.2905,0.67939,0.85794,0.43799,0.12004,0.12136,7.1959,1.1871,-3.9005e-4,0,-0.014083,1.4016,101277
0.26625,4.397,33.85,129.1,0.77364,0,9.8257,0.22338,0,-0.37667,4.1397e-6,18182,6.5631,201.58,199.41,0.2115,0.10603,6609741,2529,5.619,0.67692,0.84892,0.43537,0.12009,0.12146,6.888,1.4692,4.9395e-4,0,-0.012273,1.402,101273
0.27625,4.7368,35.141,129.19,0.83263,0,9.8257,0.21586,0,-0.36028,5.2495e-6,18168,6.5612,202.04,199.39,0.25793,0.10973,6840114,2529,5.9547,0.67456,0.84004,0.43286,0.12014,0.12157,6.6035,1.7136,-2.7866e-4,0,-0.010484,1.4023,101269
0.28625,5.0895,36.434,129.28,0.8937,0,9.8257,0.20881,0,-0.34023,2.3872e-6,18153,6.5593,202.48,199.37,0.30245,0.11344,7070982,2529,6.2979,0.6723,0.83138,0.43044,0.12019,0.12167,6.3396,1.926,-3.2521e-4,0,-0.0087485,1.4027,101265
0.29625,5.4549,37.728,129.37,0.95683,-6.195e-9,9.8257,0.20217,0,-0.31651,5.6706e-6,18139,6.5575,202.9,199.36,0.34521,0.11715,7302313,2529,6.6488,0.67014,0.82295,0.42811,0.12024,0.12178,6.0941,2.1113,1.5042e-5,0,-0.0070986,1.4031,101261
0.30625,5.833,39.022,129.46,1.022,-8.4541e-9,9.8257,0.1959,0,-0.28907,4.591e-6,18125,6.5556,203.31,199.34,0.38636,0.12088,7534077,2529,7.0075,0.66806,0.81479,0.42586,0.1203,0.1219,5.8649,2.2714,-1.0813e-4,0,-0.0055623,1.4034,101257
0.31625,6.224,40.317,129.55,1.0892,-1.1292e-8,9.8257,0.18996,0,-0.2579,6.3175e-6,18110,6.5537,203.7,199.32,0.42604,0.1246,7766250,2529,7.3742,0.66607,0.80691,0.4237,0.12036,0.12202,5.6502,2.4112,-6.361e-5,0,-0.0041663,1.4037,101252
0.32625,6.6277,41.614,129.64,1.1585,-1.4798e-8,9.8257,0.18432,0,-0.22296,5.7902e-6,18096,6.5519,204.08,199.31,0.46438,0.12834,7998810,2529,7.7593,0.66505,0.80038,0.42249,0.12042,0.12214,5.4484,2.5331,6.9866e-5,0,-0.0029352,1.4039,101247
0.33625,7.0443,42.911,129.73,1.2298,-1.9061e-8,9.8257,0.17896,0,-0.18421,9.7404e-6,18082,6.55,204.44,199.29,0.5015,0.13208,8231734,2529,8.167,0.6652,0.79542,0.42245,0.12048,0.12227,5.2581,2.6393,4.1406e-4,0,-0.0018917,1.4041,101242
0.34625,7.4737,44.209,129.82,1.3031,-2.4206e-8,9.8257,0.17383,0,-0.14163,1.1234e-5,18068,6.5481,204.8,199.27,0.53752,0.13583,8465004,2529,8.5845,0.66535,0.79061,0.42241,0.12054,0.1224,5.0782,2.7309,-1.6159e-4,0,-0.0010575,1.4043,101237
0.35625,7.9159,45.508,129.9,1.3784,-3.0397e-8,9.8257,0.16892,0,-0.095204,1.3471e-5,18053,6.5463,205.14,199.26,0.57254,0.13958,8698606,2529,9.0117,0.66551,0.78596,0.42237,0.12061,0.12253,4.9074,2.8098,-7.0813e-5,0,-4.5244e-4,1.4044,101232
0.36625,8.3709,46.807,129.99,1.4558,-3.7838e-8,9.8257,0.16421,0,-0.044885,1.1787e-5,18039,6.5444,205.48,199.24,0.60668,0.14334,8932524,2529,9.4488,0.66567,0.78146,0.42232,0.12067,0.12267,4.7449,2.879,4.1563e-4,0,-9.5365e-5,1.4045,101227
0.37625,8.8388,48.108,130.08,1.5351,-4.6749e-8,9.8257,0.15967,0,0.0093299,1.1091e-5,18025,6.5425,205.8,199.22,0.64003,0.14711,9166748,2529,9.8957,0.66583,0.77711,0.42228,0.12074,0.12281,4.5898,2.9376,3.3843e-4,0,3.9122e-6,1.4045,101221
0.38625,9.3196,49.409,130.17,1.6164,-5.7305e-8,9.8257,0.15528,0,0.067473,5.2421e-6,18010,6.5406,206.12,199.21,0.67268,0.15088,9401265,2529,10.352,0.666,0.7729,0.42223,0.12081,0.12296,4.4412,2.9871,4.956e-4,0,1.9452e-4,1.4045,101216
0.39625,9.8132,50.712,130.25,1.6997,-6.9626e-8,9.8257,0.15103,0,0.12955,2.923e-6,17996,6.5388,206.43,199.19,0.70473,0.15465,9636067,2529,10.819,0.66618,0.76881,0.42218,0.12089,0.12311,4.2984,3.0284,-4.913e-5,0,6.8247e-4,1.4044,101210
0.40625,10.32,52.015,130.34,1.785,-8.3788e-8,9.8256,0.14691,0,0.19554,3.9885e-6,17982,6.5369,206.74,199.17,0.73627,0.15843,9871144,2529,11.295,0.66635,0.76485,0.42213,0.12096,0.12326,4.1609,3.0618,-3.6019e-4,0,0.0014817,1.4042,101204
0.41625,10.839,53.319,130.42,1.8723,-9.9843e-8,9.8256,0.14289,0,0.26547,2.0658e-6,17967,6.535,207.04,199.15,0.76737,0.16222,10106488,2529,11.78,0.66654,0.76099,0.42208,0.12104,0.12342,4.028,3.0887,3.5886e-4,0,0.0026049,1.404,101198
0.42625,11.371,54.624,130.51,1.9616,-1.1787e-7,9.8256,0.13896,0,0.33929,4.207e-6,17953,6.5331,207.34,199.14,0.79811,0.16601,10342093,2529,12.276,0.66672,0.75725,0.42203,0.12112,0.12358,3.8992,3.1076,-3.2763e-4,0,0.0040631,1.4036,101192
0.43625,11.917,55.93,130.59,2.0529,-1.3792e-7,9.8256,0.13511,0,0.41699,1.136e-6,17939,6.5313,207.64,199.12,0.82858,0.1698,10577952,2529,12.781,0.66692,0.75359,0.42197,0.1212,0.12375,3.774,3.1216,-4.7722e-4,0,0.0058661,1.4032,101185
0.44625,12.475,57.236,130.68,2.1461,-1.6004e-7,9.8256,0.13133,0,0.49853,7.0923e-6,17925,6.5294,207.93,199.1,0.85885,0.1736,10814060,2529,13.295,0.66711,0.75003,0.42192,0.12128,0.12392,3.652,3.1283,-4.2074e-4,0,0.0080216,1.4028,101179
0.45625,13.046,58.544,130.76,2.2413,-1.8432e-7,9.8256,0.12761,0,0.58385,5.9957e-6,17910,6.5275,208.22,199.09,0.88898,0.1774,1.105e7,2529,13.818,0.66731,0.74655,0.42186,0.12136,0.12409,3.5327,3.1297,-3.903e-4,0,0.010536,1.4022,101172
0.46625,13.63,59.852,130.85,2.3386,-2.1089e-7,9.8256,0.12393,0,0.67289,7.8263e-6,17896,6.5256,208.52,199.07,0.91905,0.18121,11287002,2529,14.351,0.66752,0.74315,0.4218,0.12145,0.12427,3.4159,3.1258,4.1146e-4,0,0.013413,1.4015,101165
0.47625,14.226,61.161,130.93,2.4378,-2.3984e-7,9.8256,0.1203,0,0.76556,3.2274e-6,17882,6.5237,208.81,199.05,0.94911,0.18502,11523829,2529,14.893,0.66773,0.73982,0.42174,0.12154,0.12445,3.3011,3.1166,8.5898e-5,0,0.016654,1.4008,101158
0.48625,14.836,62.471,131.01,2.5391,-2.7127e-7,9.8256,0.11669,0,0.86179,5.7795e-6,17867,6.5219,209.1,199.03,0.97924,0.18884,11760887,2529,15.444,0.66795,0.73655,0.42168,0.12163,0.12464,3.1881,3.1013,-3.0812e-4,0,0.02026,1.3999,101151
0.49625,15.459,63.782,131.1,2.6423,-3.0526e-7,9.8256,0.1131,0,0.96144,1.265e-5,17853,6.52,209.4,199.02,1.0095,0.19266,11998173,2529,16.004,0.66817,0.73334,0.42162,0.12172,0.12483,3.0766,3.0812,-4.3662e-4,0,0.024226,1.399,101144
0.50625,16.095,65.094,131.18,2.7477,-3.4199e-7,9.8256,0.10953,0,1.0644,1.9011e-5,17839,6.5181,209.69,199,1.0399,0.19648,12235685,2529,16.573,0.66839,0.73019,0.42156,0.12181,0.12502,2.9664,3.0559,-1.7362e-4,0,0.028547,1.3979,101136
0.51625,16.743,66.406,131.26,2.855,-3.817e-7,9.8256,0.10596,0,1.1705,3.0837e-5,17824,6.5162,209.99,198.98,1.0706,0.20031,12473420,2529,17.151,0.66862,0.72709,0.42149,0.12191,0.12522,2.8573,3.0257,-9.9785e-5,0,0.033214,1.3968,101129
0.52625,17.405,67.72,131.34,2.9645,-4.2483e-7,9.8256,0.10239,0,1.2795,3.936e-5,17810,6.5143,210.29,198.97,1.1016,0.20414,12711374,2529,17.738,0.66885,0.72405,0.42143,0.12201,0.12542,2.749,2.99,1.8507e-5,0,0.038215,1.3955,101121
0.53625,18.08,69.034,131.43,3.076,-4.7203e-7,9.8256,0.09882,0,1.3913,2.9285e-5,17796,6.5124,210.59,198.95,1.1329,0.20798,1.295e7,2529,18.333,0.66909,0.72106,0.42136,0.12211,0.12562,2.6413,2.9486,5.4828e-5,0,0.043532,1.3941,101113
0.54625,18.767,70.349,131.51,3.1896,-5.2389e-7,9.8256,0.095237,0,1.5056,2.9208e-5,17781,6.5105,210.9,198.93,1.1646,0.21182,13187934,2529,18.938,0.66934,0.71812,0.42129,0.12221,0.12583,2.5342,2.9018,1.8829e-4,0,0.049146,1.3926,101105
