Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Gravitational acceleration (m/s),Angle of attack (rad),Roll rate (rpm),Pitch rate (rpm),Yaw rate (rpm),Mass (g),Longitudinal moment of inertia (kgm),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Vertical orientation (zenith) (rad),Air pressure (Pa)
0,0,0,7.3018,0,0,9.8221,1.7453,0,0,0,18553,6.611,NaN,199.83,NaN,0.023503,1465635,43.988,-0.0031601,0.80982,-0.0097128,0.57034,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
2e-3,0,0,2.5599,0,0,9.8221,1.7453,0,0,0,18553,6.611,NaN,199.83,NaN,0.023503,1465635,131.97,-0.0031601,0.80982,-0.0097128,0.57034,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
4e-3,0,0,2.1826,0,0,9.8221,1.7453,0,0,0,18552,6.6109,NaN,199.83,NaN,0.023503,1465635,219.94,-0.0031601,0.80982,-0.0097128,0.57034,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
6e-3,4.2998e-6,0.0043663,6.9257,7.5817e-7,0,9.8221,1.7448,0,0,0,18551,6.6107,NaN,199.83,NaN,0.0235,1465496,307.92,-0.0031316,0.80984,-0.0096268,0.57035,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
8e-3,2.6542e-5,0.018219,11.669,4.68e-6,0,9.8221,1.7431,0,0,0,18550,6.6106,NaN,199.82,NaN,0.023493,1465059,395.9,-0.0030421,0.80987,-0.0093573,0.57038,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.01,8.5412e-5,0.041559,16.413,1.506e-5,0,9.8221,1.7402,0,0,0,18549,6.6105,NaN,199.82,NaN,0.023482,1464332,483.87,-0.002895,0.80992,-0.0089137,0.57044,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.012,1.996e-4,0.074388,21.158,3.5194e-5,0,9.8221,1.7362,0,0,0,18548,6.6104,NaN,199.82,NaN,0.023466,1463330,571.85,-0.0026959,0.81,-0.0083121,0.57051,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.014,3.8779e-4,0.11671,25.903,6.8377e-5,0,9.8221,1.7309,0,0,0,18547,6.6102,NaN,199.82,NaN,0.023445,1462074,659.83,-0.0024525,0.81009,-0.0075747,0.57061,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.016,6.6867e-4,0.16851,30.648,1.1791e-4,0,9.8221,1.7245,0,0,0,18546,6.6101,NaN,199.82,NaN,0.023422,1460591,747.8,-0.0021743,0.8102,-0.0067291,0.57072,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.018,0.001061,0.22981,35.394,1.8707e-4,0,9.8221,1.7169,0,0,0,18545,6.61,NaN,199.82,NaN,0.023395,1458913,835.78,-0.0018724,0.81033,-0.005808,0.57084,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.02,0.0015833,0.30061,40.141,2.7918e-4,0,9.8221,1.7081,0,0,0,18544,6.6099,NaN,199.82,NaN,0.023365,1457081,923.76,-0.001559,0.81046,-0.004848,0.57098,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.022,0.0022545,0.38089,44.888,3.9752e-4,0,9.8221,1.6981,0,0,0,18543,6.6097,NaN,199.82,NaN,0.023334,1455141,1011.7,-0.001247,0.81061,-0.0038883,0.57113,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.024,0.0030931,0.47067,49.635,5.4539e-4,0,9.8221,1.6869,0,0,0,18542,6.6096,NaN,199.82,NaN,0.023302,1453145,1099.7,-9.4962e-4,0.81076,-0.0029691,0.57128,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.026,0.0041179,0.56995,54.383,7.261e-4,0,9.8221,1.6744,0,0,0,18541,6.6095,NaN,199.81,NaN,0.02327,1451151,1187.7,-6.7922e-4,0.81091,-0.0021295,0.57143,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.028,0.0053476,0.67872,59.132,9.4293e-4,0,9.8221,1.6607,0,0,0,18540,6.6094,NaN,199.81,NaN,0.023239,1449225,1275.7,-4.4688e-4,0.81105,-0.0014048,0.57157,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.03,0.0068009,0.79699,63.881,0.0011992,0,9.8221,1.6458,0,0,0,18539,6.6092,NaN,199.81,NaN,0.023211,1447440,1363.6,-2.6124e-4,0.81119,-8.2324e-4,0.57171,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.032,0.0084965,0.92476,68.63,0.0014982,0,9.8221,1.6297,0,0,0,18538,6.6091,NaN,199.81,NaN,0.023186,1445874,1451.6,-1.2728e-4,0.81131,-4.0196e-4,0.57182,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.034,0.010453,1.062,73.38,0.0018432,0,9.8221,1.6123,0,0,0,18537,6.609,NaN,199.81,NaN,0.023165,1444612,1539.6,-4.4969e-5,0.8114,-1.4227e-4,0.57192,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.036,0.012689,1.2088,78.131,0.0022375,0,9.8221,1.5937,0,0,0,18536,6.6089,NaN,199.81,NaN,0.023152,1443746,1627.6,-7.6238e-6,0.81147,-2.4148e-5,0.57199,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.038,0.015224,1.3651,83.044,0.0026844,0,9.8221,1.5739,0,0,0,18535,6.6087,NaN,199.81,NaN,0.023146,1443374,1718.6,-1.8446e-8,0.81149,-5.8455e-8,0.57201,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.04,0.018076,1.5312,88.933,0.0031874,0,9.8221,1.5528,0,0,0,18534,6.6086,NaN,199.81,NaN,0.023149,1443601,1827.6,3.7277e-6,0.81148,1.181e-5,0.572,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.042,0.021267,1.709,94.989,0.00375,0,9.8221,1.5302,0,0,0,18532,6.6083,NaN,199.8,NaN,0.023165,1444556,1939.6,4.205e-5,0.81141,1.3304e-4,0.57192,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.044,0.024821,1.899,101.05,0.0043765,0,9.8221,1.5062,0,0,0,18529,6.6079,NaN,199.8,NaN,0.023194,1446386,2051.6,1.6781e-4,0.81127,5.296e-4,0.57179,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.046,0.02876,2.1012,107.11,0.0050712,0,9.8221,1.4807,0,0,0,18527,6.6076,NaN,199.8,NaN,0.02324,1449248,2163.6,4.4971e-4,0.81105,0.0014136,0.57157,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.048,0.03311,2.3154,113.17,0.0058381,0,9.8221,1.4538,0,0,0,18524,6.6073,NaN,199.8,NaN,0.023305,1453306,2275.6,9.7317e-4,0.81075,0.003042,0.57126,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.05,0.037893,2.5418,119.24,0.0066816,0,9.8221,1.4255,0,0,0,18522,6.6069,NaN,199.79,NaN,0.023392,1458729,2387.7,0.0018409,0.81034,0.0057117,0.57086,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.052,0.043134,2.7803,125.31,0.0076057,0,9.8221,1.396,0,0,0,18519,6.6066,NaN,199.79,NaN,0.023504,1465692,2499.7,0.0031728,0.80982,0.0097511,0.57034,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.054,0.048857,3.031,131.37,0.0086148,0,9.8221,1.3654,0,0,0,18516,6.6063,NaN,199.79,NaN,0.023643,1474369,2611.7,0.0051061,0.80918,0.015508,0.56969,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.056,0.055086,3.2937,137.44,0.0097131,0,9.8221,1.3336,0,0,0,18514,6.6059,NaN,199.78,NaN,0.023812,1484938,2723.7,0.0077936,0.8084,0.023335,0.56892,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.058,0.061844,3.5687,142.87,0.010905,0,9.8221,1.3009,0,0,0,18511,6.6056,NaN,199.78,NaN,0.024015,1497573,2823.7,0.011403,0.80749,0.03357,0.568,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.06,0.069154,3.8544,144.4,0.012194,0,9.8221,1.2675,0,0,0,18508,6.6053,NaN,199.78,NaN,0.024252,1512373,2851.6,0.016093,0.80642,0.046452,0.56693,0.11941,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.062,0.07703,4.1433,145.29,0.013583,0,9.8221,1.2345,0,0,0,18505,6.6048,NaN,199.77,NaN,0.024519,1529009,2867.6,0.021868,0.80525,0.061756,0.56575,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.064,0.085477,4.4339,146.18,0.015072,0,9.8221,1.202,0,0,0,18501,6.6044,NaN,199.77,NaN,0.024814,1547394,2883.5,0.028785,0.80396,0.07937,0.56447,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.066,0.094498,4.7263,147.07,0.016663,0,9.8221,1.1701,0,0,0,18498,6.6039,NaN,199.77,NaN,0.025136,1567501,2899.4,0.036909,0.80258,0.099176,0.56308,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.068,0.1041,5.0205,147.96,0.018355,0,9.8221,1.1389,0,0,0,18494,6.6034,NaN,199.76,NaN,0.025486,1589295,2915.3,0.046297,0.80111,0.12101,0.56161,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.07,0.11428,5.3165,148.85,0.02015,0,9.8221,1.1084,0,0,0,18491,6.603,NaN,199.76,NaN,0.025862,1612743,2931.2,0.056996,0.79956,0.14468,0.56005,0.11942,0.12009,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.072,0.12504,5.6142,149.74,0.022048,0,9.8221,1.0786,0,0,0,18487,6.6025,NaN,199.75,NaN,0.026264,1637805,2947.2,0.069048,0.79793,0.16995,0.55842,0.11942,0.12009,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.074,0.13639,5.9137,150.63,0.02405,0,9.8221,1.0495,0,0,0,18483,6.602,NaN,199.75,NaN,0.026691,1664441,2963.1,0.082486,0.79623,0.19658,0.55671,0.11942,0.12009,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.076,0.14834,6.2151,151.53,0.026156,0,9.8221,1.0212,0,0,0,18480,6.6016,NaN,199.75,NaN,0.027143,1692608,2979,0.097337,0.79447,0.22431,0.55495,0.11942,0.1201,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.078,0.16088,6.5182,152.42,0.028367,0,9.8221,0.99371,0,0,0,18476,6.6011,NaN,199.74,NaN,0.027618,1722262,2994.9,0.11362,0.79266,0.2529,0.55314,0.11943,0.1201,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.08,0.17402,6.8231,153.31,0.030684,0,9.8221,0.96701,0,0,0,18473,6.6007,NaN,199.74,NaN,0.028117,1753360,3010.8,0.13136,0.79081,0.2821,0.55128,0.11943,0.1201,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.082,0.18776,7.1297,154.2,0.033107,0,9.8221,0.94111,0,0,0,18469,6.6002,NaN,199.73,NaN,0.028638,1785855,3026.8,0.15056,0.78892,0.31167,0.54938,0.11943,0.12011,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.084,0.2021,7.4382,155.1,0.035636,0,9.8221,0.91601,0,0,0,18465,6.5997,NaN,199.73,NaN,0.029181,1819705,3042.7,0.17122,0.78699,0.34138,0.54745,0.11943,0.12011,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.086,0.21706,7.7484,155.99,0.038274,0,9.8221,0.8917,0,0,0,18462,6.5993,NaN,199.73,NaN,0.029745,1854864,3058.6,0.19336,0.78504,0.37104,0.54549,0.11943,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.088,0.23263,8.0605,156.88,0.041019,0,9.8221,0.86818,0,0,0,18458,6.5988,NaN,199.72,NaN,0.030329,1891289,3074.5,0.21696,0.78307,0.40045,0.54351,0.11944,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.09,0.24881,8.3743,157.78,0.043873,0,9.8221,0.84543,0,0,0,18455,6.5983,NaN,199.72,NaN,0.030933,1928938,3090.4,0.24204,0.78108,0.42947,0.54152,0.11944,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.092,0.26562,8.6899,158.67,0.046836,0,9.8221,0.82344,0,0,0,18451,6.5979,NaN,199.71,NaN,0.031555,1967769,3106.4,0.26858,0.77908,0.45793,0.53951,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.094,0.28305,9.0073,159.56,0.049909,0,9.8221,0.8022,0,0,0,18447,6.5974,NaN,199.71,NaN,0.032196,2007742,3122.3,0.29657,0.77707,0.48573,0.5375,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.096,0.3011,9.3265,160.46,0.053092,0,9.8221,0.78168,0,0,0,18444,6.5969,NaN,199.71,NaN,0.032855,2048817,3138.2,0.32601,0.77507,0.51275,0.53548,0.11945,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.098,0.31979,9.6474,161.35,0.056387,0,9.8221,0.76187,0,0,0,18440,6.5965,NaN,199.7,NaN,0.033531,2090958,3154.1,0.35689,0.77306,0.53892,0.53346,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.1,0.33911,9.9702,162.25,0.059794,0,9.8221,0.74274,0,0,0,18437,6.596,NaN,199.7,NaN,0.034223,2134129,3170,0.3892,0.77106,0.56417,0.53145,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.102,0.35906,10.295,163.14,0.063313,0,9.8221,0.72428,0,0,0,18433,6.5955,NaN,199.69,NaN,0.034932,2178295,3186,0.42292,0.76906,0.58845,0.52945,0.11945,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.104,0.37966,10.621,164.04,0.066945,0,9.8221,0.70646,0,0,0,18429,6.5951,NaN,199.69,NaN,0.035655,2223422,3201.9,0.45805,0.76707,0.61171,0.52745,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.106,0.40091,10.949,164.94,0.07069,0,9.8221,0.68927,0,0,0,18426,6.5946,NaN,199.69,NaN,0.036394,2269481,3217.8,0.49457,0.7651,0.63394,0.52547,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.108,0.4228,11.279,165.83,0.07455,0,9.8221,0.67267,0,0,0,18422,6.5942,NaN,199.68,NaN,0.037147,2316440,3233.7,0.53246,0.76314,0.65513,0.52349,0.11946,0.12018,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.11,0.44534,11.611,166.73,0.078525,0,9.8221,0.65666,0,0,0,18419,6.5937,NaN,199.68,NaN,0.037914,2364271,3249.6,0.57172,0.76119,0.67526,0.52154,0.11947,0.12019,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.112,0.46854,11.944,167.63,0.082615,0,9.8221,0.6412,0,0,0,18415,6.5932,NaN,199.67,NaN,0.038695,2412948,3265.5,0.61234,0.75926,0.69435,0.5196,0.11947,0.12019,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.114,0.49239,12.28,168.52,0.086822,0,9.8221,0.62628,0,0,0,18411,6.5928,NaN,199.67,NaN,0.039489,2462445,3281.5,0.6543,0.75735,0.7124,0.51767,0.11948,0.1202,NaN,NaN,NaN,NaN,NaN,1.3963,101319
0.116,0.51691,12.617,169.44,0.091145,0,9.8221,0.61187,0,0,0,18408,6.5923,186.79,199.66,-1.2521,0.040295,2512737,3301.4,0.69759,0.75546,0.72943,0.51577,0.11948,0.12021,19.957,-53.138,1.4767e-4,0,0,1.3963,101319
0.119,0.55493,13.126,171,0.097863,0,9.8221,0.59071,0,-0.022429,-5.0043e-8,18403,6.5917,187.27,199.66,-1.2056,0.041515,2588755,3331.2,0.76512,0.75269,0.75375,0.51298,0.11949,0.12022,19.24,-48.843,-4.4106e-4,0,-2.8383e-4,1.3963,101318
0.1235,0.6148,13.897,173.33,0.10848,0,9.8221,0.56095,0,-0.054993,-1.3575e-7,18396,6.5908,187.98,199.65,-1.1353,0.043394,2705948,3376,0.87184,0.74862,0.78609,0.50888,0.1195,0.12024,18.252,-42.897,3.3128e-5,0,-0.0015618,1.3962,101318
0.13025,0.71104,15.07,176.83,0.12566,0,9.8221,0.52038,0,-0.10117,5.7747e-8,18386,6.5895,189.05,199.64,-1.0299,0.046321,2888411,3442.7,1.0439,0.74272,0.82603,0.50293,0.11951,0.12028,16.947,-35,-2.3933e-4,0,-0.0046393,1.3962,101317
0.14025,0.86808,16.845,179.31,0.15391,0,9.8221,0.46806,0,-0.16288,4.1546e-7,18371,6.5876,190.62,199.62,-0.87577,0.050873,3172212,3472.7,1.3242,0.73443,0.86879,0.49455,0.11954,0.12034,15.347,-25.236,-3.4018e-4,0,-0.0099682,1.396,101315
0.15025,1.0427,18.639,177.54,0.18555,0,9.8221,0.42402,0,-0.2153,-1.8455e-7,18353,6.5852,192.12,199.6,-0.72822,0.055591,3466390,3436.9,1.6298,0.72678,0.89548,0.48681,0.11957,0.1204,14.085,-17.447,3.8588e-4,0,-0.014586,1.3958,101313
0.16025,1.2348,20.416,175.75,0.22061,0,9.8221,0.38725,0,-0.25711,-3.1057e-7,18334,6.5827,193.5,199.58,-0.59126,0.060351,3763141,3400.8,1.9522,0.71988,0.9101,0.4798,0.11961,0.12047,13.098,-11.289,-6.9586e-5,0,-0.01765,1.3956,101311
0.17025,1.4442,22.175,173.95,0.25907,0,9.8221,0.35618,0,-0.28708,-6.4123e-7,18315,6.5803,194.78,199.56,-0.46472,0.06513,4061070,3364.7,2.2891,0.71362,0.91632,0.47342,0.11965,0.12055,12.314,-6.3484,-4.0456e-4,0,-0.018894,1.3953,101308
0.18025,1.6708,23.916,172.15,0.30092,0,9.8221,0.32961,0,-0.30656,-9.1419e-7,18296,6.5778,195.96,199.54,-0.34801,0.069913,4359198,3328.5,2.6389,0.70793,0.91675,0.46761,0.11969,0.12064,11.27,-3.9032,3.779e-4,0,-0.018697,1.395,101305
0.19025,1.9144,25.639,170.34,0.34614,0,9.8221,0.30668,0,-0.32092,-4.9483e-7,18277,6.5754,197.04,199.52,-0.24045,0.074688,4656828,3292.4,2.9999,0.70273,0.91321,0.46227,0.11973,0.12073,10.269,-2.4511,4.9523e-5,0,-0.017954,1.3947,101303
0.20025,2.1749,27.343,168.54,0.39471,0,9.8221,0.28671,0,-0.33055,6.3733e-7,18258,6.5729,198.04,199.49,-0.14122,0.079447,4953408,3256.3,3.3699,0.69796,0.90666,0.45737,0.11978,0.12082,9.4217,-1.3136,4.6712e-4,0,-0.016834,1.3943,101299
0.21025,2.4519,29.03,166.72,0.44662,0,9.8221,0.26918,0,-0.33545,3.0882e-7,18239,6.5704,198.96,199.47,-0.049531,0.084182,5248512,3220.1,3.7415,0.69358,0.89661,0.45283,0.11982,0.12092,8.6961,-0.4157,-1.0133e-4,0,-0.015442,1.394,101296
0.22025,2.7454,30.699,165.26,0.50184,0,9.8221,0.25366,0,-0.33567,1.2377e-6,18220,6.568,199.81,199.45,0.035358,0.088888,5541814,3190.4,4.1155,0.68953,0.8846,0.44863,0.11988,0.12103,8.0691,0.29909,4.002e-4,0,-0.013868,1.3936,101293
0.23025,3.0552,32.352,165.1,0.56037,0,9.8221,0.23981,0,-0.33123,1.0991e-6,18201,6.5655,200.6,199.43,0.11425,0.093572,5833668,3184.5,4.4941,0.68578,0.87172,0.44471,0.11993,0.12114,7.5216,0.87134,-4.7134e-4,0,-0.012186,1.3933,101289
0.24025,3.3811,34.005,165.06,0.62219,0,9.8221,0.22728,0,-0.32216,1.5398e-6,18183,6.5632,201.34,199.41,0.18823,0.098267,6126214,3181,4.8815,0.68227,0.85857,0.44102,0.11999,0.12126,7.0365,1.3345,-7.4052e-5,0,-0.010452,1.3929,101285
0.25025,3.7233,35.656,165.01,0.68732,0,9.8221,0.21588,0,-0.30844,3.1914e-6,18165,6.5608,202.04,199.39,0.25783,0.10298,6419530,3177.4,5.2789,0.67896,0.84554,0.43753,0.12005,0.12138,6.6035,1.7115,-4.407e-4,0,-0.0087253,1.3926,101281
0.26025,4.0816,37.308,164.97,0.75578,0,9.8221,0.20546,0,-0.2901,3.8815e-6,18147,6.5585,202.69,199.37,0.32346,0.10769,6713501,3173.9,5.687,0.67585,0.83287,0.43423,0.12011,0.12151,6.2148,2.0172,-3.4693e-4,0,-0.0070568,1.3923,101277
0.27025,4.4562,38.959,164.93,0.82757,0,9.8221,0.19589,0,-0.26712,4.4311e-6,18129,6.5561,203.31,199.34,0.3855,0.11242,7008030,3170.3,6.1066,0.67291,0.8207,0.43109,0.12017,0.12164,5.8639,2.2657,-4.0281e-4,0,-0.0054906,1.392,101273
0.28025,4.8468,40.609,164.88,0.9027,0,9.8221,0.18707,0,-0.23952,4.7413e-6,18111,6.5538,203.89,199.32,0.44427,0.11716,7303037,3166.8,6.538,0.67013,0.8091,0.4281,0.12024,0.12178,5.5455,2.4681,3.6738e-4,0,-0.0040648,1.3917,101268
0.29025,5.2537,42.259,164.84,0.98118,0,9.8221,0.17889,0,-0.20729,9.4481e-7,18093,6.5514,204.44,199.3,0.5001,0.1219,7598453,3163.2,6.9816,0.6675,0.79811,0.42526,0.12031,0.12193,5.2549,2.6305,2.423e-4,0,-0.0028121,1.3915,101263
0.30025,5.6767,43.909,164.79,1.063,0,9.8221,0.17129,0,-0.17045,2.1198e-6,18075,6.5491,204.97,199.28,0.55326,0.12665,7894218,3159.7,7.4377,0.66501,0.78771,0.42254,0.12039,0.12209,4.9886,2.7616,-1.4716e-4,0,-0.0017615,1.3913,101258
0.31025,6.1158,45.558,164.74,1.1483,0,9.8221,0.1642,0,-0.12901,-3.6798e-7,18057,6.5467,205.47,199.26,0.60401,0.13141,8190283,3156.1,7.9367,0.66517,0.78087,0.42246,0.12047,0.12224,4.7434,2.866,-1.5146e-4,0,-9.3742e-4,1.3911,101253
0.32025,6.5711,47.206,164.7,1.2369,5.8003e-9,9.8221,0.15754,0,-0.082993,3.0538e-6,18039,6.5444,205.95,199.24,0.65259,0.13617,8486600,3152.6,8.4513,0.66536,0.77443,0.42241,0.12055,0.12241,4.5165,2.9478,-2.8343e-4,0,-3.613e-4,1.391,101248
0.33025,7.0425,48.854,164.65,1.3288,8.354e-9,9.8221,0.15128,0,-0.032403,3.173e-6,18021,6.542,206.41,199.22,0.69924,0.14093,8783134,3149,8.9815,0.66556,0.76835,0.42235,0.12063,0.12258,4.3056,3.011,-4.6185e-4,0,-5.1414e-5,1.391,101242
0.34025,7.53,50.502,164.59,1.4242,1.1458e-8,9.8221,0.14537,0,0.022733,6.5024e-6,18003,6.5396,206.85,199.2,0.74414,0.1457,9079851,3145.5,9.5272,0.66577,0.76262,0.42229,0.12072,0.12276,4.1087,3.0578,-2.8227e-4,0,2.3678e-5,1.391,101237
0.35025,8.0337,52.149,164.54,1.523,1.5253e-8,9.8221,0.13976,0,0.082382,2.1427e-6,17985,6.5373,207.27,199.17,0.78748,0.15047,9376722,3141.9,10.089,0.66598,0.75721,0.42223,0.12081,0.12294,3.9242,3.0904,-2.9931e-5,0,2.9155e-4,1.391,101231
0.36025,8.5535,53.796,164.49,1.6252,1.9825e-8,9.8221,0.13443,0,0.14649,3.074e-7,17967,6.5349,207.68,199.15,0.82946,0.15524,9673721,3138.4,10.666,0.6662,0.7521,0.42217,0.1209,0.12313,3.7505,3.1103,1.003e-4,0,8.6602e-4,1.3911,101225
0.37025,9.0893,55.442,164.47,1.7308,2.5188e-8,9.8221,0.12933,0,0.215,-2.9072e-6,17949,6.5326,208.08,199.13,0.87022,0.16002,9970826,3135.6,11.258,0.66643,0.74727,0.42211,0.12099,0.12333,3.5863,3.1189,3.6219e-4,0,0.0017558,1.3913,101218
0.38025,9.6413,57.087,164.57,1.8398,3.1321e-8,9.8221,0.12444,0,0.28782,-1.8349e-6,17931,6.5302,208.46,199.11,0.9099,0.16479,10268090,3134.7,11.867,0.66666,0.74269,0.42204,0.12109,0.12353,3.4305,3.1188,4.2979e-4,0,0.002967,1.3916,101212
0.39025,10.209,58.734,164.66,1.9522,3.8162e-8,9.8221,0.11973,0,0.3649,-3.5627e-6,17913,6.5279,208.84,199.09,0.94865,0.16958,10565690,3134,12.492,0.66691,0.73835,0.42197,0.12119,0.12374,3.282,3.1086,2.6749e-4,0,0.0045037,1.3919,101205
0.40025,10.794,60.382,164.75,2.068,4.5633e-8,9.8221,0.11518,0,0.44612,-4.0586e-6,17896,6.5256,209.21,199.07,0.98663,0.17437,10863620,3133.2,13.133,0.66715,0.73422,0.4219,0.1213,0.12395,3.1399,3.0918,4.3385e-4,0,0.0063667,1.3924,101198
0.41025,11.394,62.031,164.85,2.1872,5.3663e-8,9.8221,0.11077,0,0.53136,-8.6612e-6,17878,6.5233,209.57,199.05,1.024,0.17917,11161866,3132.5,13.79,0.66741,0.7303,0.42183,0.1214,0.12417,3.0035,3.0671,-3.959e-4,0,0.0085554,1.3929,101191
0.42025,12.01,63.68,164.94,2.3098,6.2089e-8,9.8221,0.10649,0,0.6205,-1.0874e-5,17861,6.521,209.93,199.03,1.0608,0.18397,1.146e7,3131.8,14.464,0.66767,0.72655,0.42176,0.12151,0.1244,2.8721,3.0351,3.4677e-4,0,0.011066,1.3935,101184
0.43025,12.643,65.331,165.03,2.4358,7.0696e-8,9.8221,0.1023,0,0.71338,-1.283e-5,17843,6.5187,210.28,199.01,1.0971,0.18878,11759258,3131,15.153,0.66794,0.72298,0.42168,0.12163,0.12463,2.745,2.9977,4.3928e-4,0,0.013891,1.3942,101177
0.44025,13.292,66.982,165.12,2.5652,7.9197e-8,9.8221,0.098208,0,0.80981,-1.7729e-5,17826,6.5164,210.63,198.98,1.1332,0.19359,12058382,3130.3,15.86,0.66822,0.71957,0.42161,0.12174,0.12487,2.6218,2.954,2.5793e-4,0,0.017021,1.395,101169
0.45025,13.957,68.634,165.21,2.698,8.7236e-8,9.8221,0.094189,0,0.9096,-1.239e-5,17809,6.5141,210.98,198.96,1.169,0.19841,12357780,3129.6,16.582,0.66851,0.7163,0.42153,0.12186,0.12512,2.5019,2.9041,2.7276e-5,0,0.020445,1.3959,101161
0.46025,14.638,70.288,165.29,2.8342,9.4466e-8,9.8221,0.090233,0,1.0125,-2.278e-5,17791,6.5118,211.33,198.94,1.2047,0.20323,12657441,3128.8,17.321,0.6688,0.71318,0.42144,0.12198,0.12537,2.385,2.8492,-3.5911e-5,0,0.024145,1.3969,101153
0.47025,15.335,71.942,165.38,2.9736,1.0048e-7,9.8221,0.08633,0,1.1183,-2.311e-5,17774,6.5095,211.67,198.92,1.2403,0.20806,12957358,3128.1,18.076,0.6691,0.71019,0.42136,0.12211,0.12563,2.2707,2.7885,-3.989e-4,0,0.028102,1.398,101145
