Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Gravitational acceleration (m/s),Angle of attack (rad),Roll rate (rpm),Pitch rate (rpm),Yaw rate (rpm),Mass (g),Longitudinal moment of inertia (kgm),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Vertical orientation (zenith) (rad),Air pressure (Pa)
0.046,0.12308,5.6308,127.08,0.021701,0,9.8221,0.84295,0,0,0,18491,6.6031,NaN,199.76,NaN,0.031001,1933208,2529,0.24491,0.78086,0.43265,0.54129,0.11944,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.048,0.13442,5.885,127.1,0.023701,0,9.8221,0.82525,0,0,0,18488,6.6027,NaN,199.76,NaN,0.031502,1964495,2529,0.2663,0.77925,0.45557,0.53968,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.05,0.14626,6.1393,127.12,0.025789,0,9.8221,0.80811,0,0,0,18486,6.6023,NaN,199.75,NaN,0.032014,1996383,2529,0.28854,0.77764,0.47797,0.53806,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.052,0.1586,6.3935,127.14,0.027965,0,9.8221,0.79151,0,0,0,18483,6.602,NaN,199.75,NaN,0.032534,2028843,2529,0.3116,0.77604,0.49979,0.53645,0.11944,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.054,0.17144,6.6479,127.16,0.03023,0,9.8221,0.77543,0,0,0,18480,6.6016,NaN,199.75,NaN,0.033064,2061851,2529,0.33548,0.77444,0.521,0.53485,0.11945,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.056,0.18479,6.9022,127.18,0.032583,0,9.8221,0.75987,0,0,0,18477,6.6012,NaN,199.74,NaN,0.033601,2095379,2529,0.36016,0.77285,0.54157,0.53326,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.058,0.19863,7.1566,127.2,0.035024,0,9.8221,0.74479,0,0,0,18474,6.6009,NaN,199.74,NaN,0.034147,2129405,2529,0.38562,0.77127,0.56147,0.53167,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.06,0.21298,7.411,127.22,0.037554,0,9.8221,0.73019,0,0,0,18471,6.6005,NaN,199.74,NaN,0.0347,2163904,2529,0.41185,0.7697,0.58069,0.53009,0.11945,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.062,0.22783,7.6655,127.24,0.040172,0,9.8221,0.71605,0,0,0,18468,6.6001,NaN,199.73,NaN,0.035261,2198856,2529,0.43883,0.76815,0.59922,0.52853,0.11946,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.064,0.24318,7.92,127.26,0.042878,0,9.8221,0.70235,0,0,0,18466,6.5998,NaN,199.73,NaN,0.035828,2234239,2529,0.46655,0.7666,0.61705,0.52698,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.066,0.25903,8.1746,127.28,0.045673,0,9.8221,0.68908,0,0,0,18463,6.5994,NaN,199.73,NaN,0.036402,2.27e6,2529,0.49499,0.76508,0.63419,0.52544,0.11946,0.12017,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.068,0.27538,8.4292,127.3,0.048556,0,9.8221,0.67622,0,0,0,18460,6.599,NaN,199.72,NaN,0.036983,2306220,2529,0.52415,0.76356,0.65063,0.52392,0.11946,0.12018,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.07,0.29223,8.6838,127.32,0.051528,0,9.8221,0.66375,0,0,0,18457,6.5986,NaN,199.72,NaN,0.037569,2342783,2529,0.55399,0.76206,0.66638,0.52241,0.11947,0.12018,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.072,0.30958,8.9385,127.34,0.054588,0,9.8221,0.65168,0,0,0,18454,6.5983,NaN,199.72,NaN,0.038161,2379703,2529,0.58452,0.76058,0.68145,0.52092,0.11947,0.12019,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.074,0.32744,9.1932,127.36,0.057737,0,9.8221,0.63997,0,0,0,18451,6.5979,NaN,199.71,NaN,0.038759,2416966,2529,0.61571,0.75911,0.69585,0.51944,0.11947,0.1202,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.076,0.3458,9.4479,127.38,0.060974,0,9.8221,0.62861,0,0,0,18448,6.5975,NaN,199.71,NaN,0.039362,2454555,2529,0.64755,0.75765,0.7096,0.51798,0.11948,0.1202,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.078,0.36466,9.7027,127.4,0.064299,0,9.8221,0.6176,0,0,0,18446,6.5972,NaN,199.71,NaN,0.03997,2492457,2529,0.68004,0.75622,0.7227,0.51653,0.11948,0.12021,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.08,0.38402,9.9575,127.42,0.067713,0,9.8221,0.60692,0,0,0,18443,6.5968,NaN,199.7,NaN,0.040582,2530658,2529,0.71315,0.7548,0.73519,0.5151,0.11948,0.12021,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.082,0.40388,10.212,127.44,0.071216,0,9.8221,0.59655,0,0,0,18440,6.5964,NaN,199.7,NaN,0.0412,2569145,2529,0.74689,0.7534,0.74706,0.51369,0.11948,0.12022,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.084,0.42425,10.467,127.45,0.074807,0,9.8221,0.58649,0,0,0,18437,6.5961,NaN,199.7,NaN,0.041821,2607905,2529,0.78122,0.75201,0.75835,0.5123,0.11949,0.12023,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.086,0.44512,10.722,127.47,0.078486,0,9.8221,0.57672,0,0,0,18434,6.5957,NaN,199.69,NaN,0.042447,2646928,2529,0.81615,0.75064,0.76907,0.51092,0.11949,0.12023,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.088,0.46649,10.977,127.49,0.082254,0,9.8221,0.56724,0,0,0,18431,6.5953,NaN,199.69,NaN,0.043077,2686201,2529,0.85166,0.74929,0.77923,0.50956,0.11949,0.12024,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.09,0.48836,11.232,127.51,0.086111,0,9.8221,0.55803,0,0,0,18428,6.595,NaN,199.69,NaN,0.043711,2725714,2529,0.88774,0.74796,0.78887,0.50821,0.1195,0.12025,NaN,NaN,NaN,NaN,NaN,1.3963,101319
0.092,0.51073,11.487,127.53,0.090056,0,9.8221,0.54909,0,0,0,18426,6.5946,188.28,199.68,-1.1092,0.044348,2765458,2529,0.92439,0.74664,0.79799,0.50688,0.1195,0.12026,17.865,-40.626,4.5197e-4,0,0,1.3963,101319
0.095,0.54524,11.87,127.56,0.096142,0,9.8221,0.53624,0,-0.020803,-1.6607e-7,18422,6.5941,188.62,199.68,-1.0759,0.045313,2825645,2529,0.98036,0.74469,0.81064,0.50492,0.11951,0.12027,17.451,-38.118,3.6572e-4,0,-2.0496e-4,1.3963,101319
0.0995,0.59911,12.444,127.59,0.10566,0,9.8221,0.51796,0,-0.051182,-9.9355e-8,18417,6.5934,189.12,199.67,-1.0266,0.046775,2916767,2529,1.0666,0.74184,0.82767,0.50204,0.11952,0.12028,16.871,-34.598,-3.3038e-4,0,-0.0011643,1.3963,101318
0.10625,0.68469,13.306,127.64,0.12079,0,9.8221,0.4926,0,-0.094778,-1.7196e-7,18409,6.5924,189.86,199.67,-0.95401,0.048995,3055166,2529,1.2007,0.73773,0.84929,0.49788,0.11953,0.12031,16.085,-29.809,2.4865e-4,0,-0.0036389,1.3963,101317
0.11625,0.82199,14.583,127.72,0.14509,0,9.8221,0.45903,0,-0.15462,-4.9981e-7,18397,6.5909,190.91,199.65,-0.85008,0.052336,3263493,2529,1.4097,0.73196,0.87387,0.49205,0.11955,0.12036,15.082,-23.656,-2.5189e-4,0,-0.0084878,1.3965,101315
0.12625,0.97188,15.861,127.82,0.17165,0,9.8221,0.42952,0,-0.20821,-1.3141e-6,18382,6.589,191.92,199.64,-0.75057,0.055731,3475141,2529,1.6302,0.72657,0.89118,0.48659,0.11957,0.1204,14.238,-18.439,-4.9128e-4,0,-0.013573,1.3967,101314
0.13625,1.1343,17.14,127.91,0.20046,0,9.8221,0.40341,0,-0.25487,-1.2015e-6,18368,6.5872,192.88,199.62,-0.65587,0.059171,3689560,2529,1.8615,0.72152,0.90277,0.48147,0.1196,0.12046,13.524,-13.991,3.3934e-4,0,-0.018043,1.3969,101312
0.14625,1.3094,18.42,128,0.2315,0,9.8221,0.38018,0,-0.29393,-2.2737e-6,18354,6.5853,193.79,199.6,-0.56598,0.062648,3906313,2529,2.1031,0.71679,0.90988,0.47666,0.11963,0.12051,12.915,-10.173,-3.53e-4,0,-0.021407,1.3972,101310
0.15625,1.4971,19.701,128.1,0.26475,0,9.8221,0.35939,0,-0.3247,-2.3532e-6,18339,6.5835,194.65,199.59,-0.48074,0.066157,4125050,2529,2.3545,0.71235,0.91347,0.47213,0.11965,0.12057,12.393,-6.8732,-3.0638e-4,0,-0.023426,1.3975,101307
0.16625,1.6974,20.982,128.19,0.30021,0,9.8221,0.34069,0,-0.34697,-1.7203e-6,18325,6.5816,195.46,199.57,-0.39995,0.069693,4345492,2529,2.6154,0.70818,0.91435,0.46786,0.11968,0.12063,11.764,-4.681,-8.8727e-7,0,-0.024103,1.3979,101305
0.17625,1.9103,22.265,128.28,0.33786,0,9.8221,0.3238,0,-0.36528,-2.0002e-6,18311,6.5798,196.23,199.55,-0.32344,0.073254,4567439,2529,2.8855,0.70424,0.9131,0.46383,0.11972,0.1207,11.014,-3.5381,1.6027e-4,0,-0.024179,1.3982,101303
0.18625,2.1359,23.549,128.37,0.37769,0,9.8221,0.30847,0,-0.38027,-1.7481e-6,18296,6.5779,196.96,199.54,-0.251,0.076837,4790704,2529,3.1646,0.70053,0.91023,0.46001,0.11975,0.12077,10.347,-2.5728,-3.9499e-4,0,-0.023819,1.3986,101300
0.19625,2.3741,24.833,128.47,0.4197,0,9.8221,0.29451,0,-0.39191,-1.2869e-6,18282,6.5761,197.65,199.52,-0.18235,0.080438,5015132,2529,3.4523,0.69702,0.90609,0.45639,0.11979,0.12084,9.7503,-1.7551,5.1567e-5,0,-0.023085,1.399,101297
0.20625,2.625,26.119,128.56,0.46386,0,9.8221,0.28175,0,-0.40016,-1.5819e-6,18268,6.5742,198.3,199.51,-0.11726,0.084056,5240591,2529,3.7455,0.69369,0.90027,0.45295,0.11982,0.12092,9.2146,-1.058,-3.0796e-4,0,-0.02204,1.3994,101294
0.21625,2.8886,27.405,128.65,0.51018,0,9.8221,0.27003,0,-0.40499,-1.353e-6,18254,6.5723,198.92,199.49,-0.055482,0.087689,5466972,2529,4.0431,0.69054,0.89298,0.44968,0.11986,0.121,8.7312,-0.46335,3.6996e-4,0,-0.020743,1.3999,101291
0.22625,3.1649,28.692,128.74,0.55864,5.4731e-9,9.8221,0.25923,0,-0.40636,-1.2804e-6,18239,6.5705,199.51,199.47,0.0032209,0.091335,5694182,2529,4.3459,0.68754,0.88477,0.44656,0.1199,0.12108,8.2931,0.045468,2.7131e-4,0,-0.01925,1.4003,101288
0.23625,3.4539,29.981,128.83,0.60923,7.1283e-9,9.8221,0.24926,0,-0.40424,-2.3168e-6,18225,6.5686,200.06,199.46,0.05907,0.094994,5922143,2529,4.6545,0.68469,0.87602,0.44357,0.11995,0.12117,7.8943,0.48382,-1.0146e-4,0,-0.01761,1.4007,101284
0.24625,3.7555,31.27,128.92,0.66193,9.0894e-9,9.8221,0.24001,0,-0.39859,3.5498e-7,18211,6.5668,200.59,199.44,0.11228,0.098665,6150787,2529,4.9693,0.68198,0.86702,0.44072,0.11999,0.12127,7.5298,0.86118,3.4725e-4,0,-0.015872,1.4011,101281
0.25625,4.0699,32.56,129.01,0.71674,1.1373e-8,9.8221,0.2314,0,-0.3894,-3.1603e-7,18196,6.5649,201.1,199.42,0.16304,0.10235,6380058,2529,5.2907,0.67939,0.85793,0.43799,0.12004,0.12136,7.1955,1.1874,1.548e-4,0,-0.014078,1.4016,101277
0.26625,4.3971,33.851,129.1,0.77365,1.3987e-8,9.8221,0.22337,0,-0.37661,-1.176e-6,18182,6.5631,201.58,199.41,0.21155,0.10604,6609904,2529,5.6192,0.67692,0.84891,0.43537,0.12009,0.12146,6.8876,1.4696,2.4061e-4,0,-0.012269,1.402,101273
0.27625,4.737,35.142,129.2,0.83264,1.6938e-8,9.8221,0.21585,0,-0.36021,-3.8894e-6,18168,6.5612,202.04,199.39,0.25798,0.10973,6840283,2529,5.9549,0.67456,0.84004,0.43286,0.12014,0.12157,6.6031,1.7141,-2.9233e-4,0,-0.010479,1.4023,101269
0.28625,5.0896,36.435,129.29,0.89371,2.0269e-8,9.8221,0.2088,0,-0.34016,-5.6548e-6,18153,6.5593,202.48,199.37,0.3025,0.11344,7071158,2529,6.2981,0.6723,0.83137,0.43044,0.12019,0.12167,6.3393,1.9262,-4.7542e-4,0,-0.0087445,1.4027,101265
0.29625,5.455,37.729,129.38,0.95684,2.405e-8,9.8221,0.20216,0,-0.31644,-4.0766e-6,18139,6.5575,202.91,199.36,0.34526,0.11716,7302495,2529,6.649,0.67014,0.82294,0.42811,0.12024,0.12178,6.0938,2.1112,3.5791e-4,0,-0.0070951,1.4031,101261
0.30625,5.8332,39.023,129.47,1.022,2.8355e-8,9.8221,0.19589,0,-0.289,-6.0707e-6,18125,6.5556,203.31,199.34,0.38642,0.12088,7534266,2529,7.0078,0.66806,0.81478,0.42586,0.1203,0.1219,5.8646,2.272,7.4264e-5,0,-0.0055592,1.4034,101257
0.31625,6.2242,40.319,129.56,1.0893,3.3282e-8,9.8221,0.18995,0,-0.25782,-6.289e-6,18110,6.5537,203.7,199.32,0.4261,0.12461,7766446,2529,7.3745,0.66607,0.8069,0.4237,0.12036,0.12202,5.6499,2.4118,-3.1838e-4,0,-0.0041636,1.4037,101252
0.32625,6.6279,41.615,129.65,1.1585,3.892e-8,9.8221,0.18432,0,-0.22287,-5.1423e-6,18096,6.5519,204.08,199.31,0.46444,0.12834,7999012,2529,7.7596,0.66505,0.80037,0.42249,0.12042,0.12214,5.4481,2.5328,-2.7053e-4,0,-0.0029328,1.4039,101247
0.33625,7.0445,42.912,129.73,1.2298,4.5357e-8,9.8221,0.17895,0,-0.18412,-5.0398e-6,18082,6.55,204.45,199.29,0.50156,0.13209,8231942,2529,8.1673,0.6652,0.79541,0.42245,0.12048,0.12227,5.2578,2.6391,4.3724e-4,0,-0.0018899,1.4041,101242
0.34625,7.4739,44.21,129.82,1.3031,5.2687e-8,9.8221,0.17382,0,-0.14155,-7.7857e-6,18068,6.5481,204.8,199.27,0.53757,0.13583,8465219,2529,8.5848,0.66535,0.7906,0.42241,0.12054,0.1224,5.0779,2.7308,7.0693e-5,0,-0.0010561,1.4043,101237
0.35625,7.9161,45.509,129.91,1.3785,6.1025e-8,9.8221,0.16891,0,-0.095111,-2.3674e-6,18053,6.5463,205.14,199.26,0.5726,0.13959,8698827,2529,9.0121,0.66551,0.78595,0.42237,0.12061,0.12253,4.9071,2.8099,3.3562e-4,0,-4.5154e-4,1.4044,101232
0.36625,8.3712,46.809,130,1.4558,7.0456e-8,9.8221,0.1642,0,-0.04479,-1.6539e-6,18039,6.5444,205.48,199.24,0.60674,0.14335,8932752,2529,9.4492,0.66567,0.78146,0.42232,0.12067,0.12267,4.7446,2.8786,-1.9153e-4,0,-9.4955e-5,1.4045,101227
0.37625,8.8391,48.109,130.08,1.5351,8.1019e-8,9.8221,0.15966,0,0.0094354,-5.5787e-6,18025,6.5425,205.8,199.22,0.64008,0.14711,9166982,2529,9.8961,0.66583,0.7771,0.42228,0.12074,0.12281,4.5895,2.9381,-3.2647e-4,0,4.0009e-6,1.4045,101221
0.38625,9.3199,49.411,130.17,1.6165,9.2784e-8,9.8221,0.15527,0,0.06758,-5.6959e-6,18010,6.5406,206.12,199.21,0.67274,0.15088,9401506,2529,10.353,0.666,0.77289,0.42223,0.12081,0.12296,4.4409,2.9871,2.8596e-4,0,1.9512e-4,1.4045,101216
0.39625,9.8135,50.713,130.25,1.6998,1.0584e-7,9.8221,0.15103,0,0.12966,-4.6869e-6,17996,6.5388,206.43,199.19,0.70479,0.15466,9636314,2529,10.819,0.66618,0.7688,0.42218,0.12089,0.12311,4.2982,3.0284,3.3042e-4,0,6.8362e-4,1.4044,101210
0.40625,10.32,52.016,130.34,1.7851,1.2027e-7,9.8221,0.1469,0,0.19567,1.7481e-6,17982,6.5369,206.74,199.17,0.73633,0.15844,9871397,2529,11.295,0.66635,0.76484,0.42213,0.12096,0.12326,4.1606,3.0622,-4.0522e-4,0,0.0014834,1.4042,101204
0.41625,10.839,53.32,130.43,1.8724,1.361e-7,9.8221,0.14288,0,0.26559,-1.6483e-6,17967,6.535,207.04,199.15,0.76743,0.16222,10106748,2529,11.781,0.66654,0.76098,0.42208,0.12104,0.12342,4.0277,3.0882,-3.7165e-4,0,0.0026072,1.404,101198
0.42625,11.372,54.625,130.51,1.9616,1.5333e-7,9.8221,0.13895,0,0.33942,-3.4198e-6,17953,6.5331,207.34,199.14,0.79818,0.16601,10342359,2529,12.276,0.66672,0.75724,0.42203,0.12112,0.12358,3.8989,3.1077,-1.9576e-4,0,0.0040659,1.4036,101192
0.43625,11.917,55.931,130.6,2.0529,1.7195e-7,9.8221,0.1351,0,0.41712,-4.6221e-6,17939,6.5313,207.64,199.12,0.82865,0.16981,10578225,2529,12.781,0.66692,0.75359,0.42197,0.1212,0.12375,3.7737,3.1211,-4.4463e-4,0,0.0058693,1.4032,101185
0.44625,12.475,57.238,130.68,2.1461,1.9203e-7,9.8221,0.13132,0,0.49865,-1.2086e-6,17925,6.5294,207.93,199.1,0.85891,0.1736,10814339,2529,13.295,0.66711,0.75002,0.42192,0.12128,0.12392,3.6517,3.128,-1.963e-4,0,0.0080252,1.4028,101179
0.45625,13.046,58.545,130.77,2.2414,2.1364e-7,9.8221,0.1276,0,0.58397,-7.3159e-6,17910,6.5275,208.23,199.09,0.88905,0.17741,11050698,2529,13.819,0.66731,0.74654,0.42186,0.12136,0.12409,3.5324,3.1302,-1.4794e-4,0,0.01054,1.4022,101172
0.46625,13.63,59.854,130.85,2.3386,2.3682e-7,9.8221,0.12392,0,0.67302,-1.2924e-5,17896,6.5256,208.52,199.07,0.91911,0.18121,11287295,2529,14.352,0.66752,0.74314,0.4218,0.12145,0.12427,3.4156,3.1255,2.5835e-4,0,0.013417,1.4015,101165
0.47625,14.227,61.163,130.93,2.4378,2.6176e-7,9.8221,0.12029,0,0.7657,-1.3949e-5,17882,6.5237,208.81,199.05,0.94918,0.18503,11524128,2529,14.894,0.66773,0.73981,0.42174,0.12154,0.12445,3.3008,3.1164,4.614e-4,0,0.016659,1.4008,101158
0.48625,14.837,62.473,131.02,2.5391,2.8868e-7,9.8221,0.11668,0,0.86192,-2.3655e-5,17867,6.5219,209.1,199.03,0.97931,0.18884,11761192,2529,15.445,0.66795,0.73654,0.42168,0.12163,0.12464,3.1878,3.1013,1.7818e-4,0,0.020264,1.3999,101151
0.49625,15.459,63.784,131.1,2.6424,3.1798e-7,9.8221,0.11309,0,0.96157,-2.1588e-5,17853,6.52,209.4,199.02,1.0096,0.19266,11998485,2529,16.005,0.66817,0.73333,0.42162,0.12172,0.12483,3.0764,3.0815,-1.5812e-4,0,0.024231,1.399,101144
0.50625,16.095,65.096,131.18,2.7477,3.5004e-7,9.8221,0.10952,0,1.0645,-1.7726e-5,17839,6.5181,209.69,199,1.04,0.19649,12236004,2529,16.574,0.66839,0.73018,0.42156,0.12181,0.12502,2.9662,3.0558,-3.9974e-4,0,0.028553,1.3979,101136
0.51625,16.744,66.408,131.26,2.8551,3.8521e-7,9.8221,0.10595,0,1.1706,-1.5387e-5,17824,6.5162,209.99,198.98,1.0707,0.20032,12473745,2529,17.152,0.66862,0.72709,0.42149,0.12191,0.12522,2.857,3.0261,-3.5603e-4,0,0.03322,1.3967,101129
0.52625,17.406,67.722,131.35,2.9645,4.2378e-7,9.8221,0.10238,0,1.2796,-7.5577e-6,17810,6.5143,210.29,198.97,1.1016,0.20415,12711706,2529,17.738,0.66885,0.72404,0.42143,0.12201,0.12542,2.7487,2.9898,-1.1569e-4,0,0.038222,1.3955,101121
0.53625,18.08,69.036,131.43,3.076,4.6589e-7,9.8221,0.098811,0,1.3914,-1.0104e-5,17796,6.5124,210.59,198.95,1.1329,0.20799,1.295e7,2529,18.334,0.66909,0.72105,0.42136,0.12211,0.12562,2.6411,2.9483,2.4982e-4,0,0.04354,1.3941,101113
0.54625,18.768,70.351,131.51,3.1896,5.117e-7,9.8221,0.095228,0,1.5057,-4.3871e-6,17781,6.5105,210.9,198.93,1.1646,0.21183,13188279,2529,18.939,0.66934,0.71811,0.42129,0.12221,0.12583,2.5339,2.9019,1.2155e-4,0,0.049155,1.3926,101105
