Time (s),Altitude (m),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Gravitational acceleration (m/s),Angle of attack (rad),Roll rate (rpm),Pitch rate (rpm),Yaw rate (rpm),Mass (g),Longitudinal moment of inertia (kgm),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Vertical orientation (zenith) (rad),Air pressure (Pa)
0.026,0.037186,3.091,126.87,0.006557,0,9.8257,0.6856,0,0,0,18520,6.6067,NaN,199.79,NaN,0.013709,854893,2529,0.080751,0.87341,0.72948,0.634,0.11939,0.12002,NaN,NaN,NaN,NaN,NaN,1.3963,101325
0.028,0.043525,3.3448,126.9,0.0076745,0,9.8257,0.65256,0,0,0,18517,6.6064,NaN,199.79,NaN,0.014294,891368,2529,0.093438,0.86811,0.77643,0.62869,0.11939,0.12003,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.03,0.050362,3.5986,126.92,0.0088803,0,9.8257,0.62216,0,0,0,18514,6.606,NaN,199.78,NaN,0.014893,928743,2529,0.10686,0.86296,0.81791,0.62354,0.11939,0.12003,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.032,0.0577,3.8525,126.94,0.010174,0,9.8257,0.59412,0,0,0,18511,6.6056,NaN,199.78,NaN,0.015505,966917,2529,0.12097,0.85798,0.85427,0.61855,0.11939,0.12003,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.034,0.065538,4.1064,126.96,0.011556,0,9.8257,0.56823,0,0,0,18508,6.6053,NaN,199.78,NaN,0.016129,1005799,2529,0.13574,0.85315,0.88589,0.61373,0.11939,0.12003,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.036,0.073876,4.3603,126.98,0.013026,0,9.8257,0.54428,0,0,0,18506,6.6049,NaN,199.78,NaN,0.016762,1045312,2529,0.15113,0.84849,0.91318,0.60906,0.1194,0.12004,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.038,0.082715,4.6143,127,0.014585,0,9.8257,0.52207,0,0,0,18503,6.6045,NaN,199.77,NaN,0.017405,1085386,2529,0.16712,0.844,0.93657,0.60456,0.1194,0.12004,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.04,0.092053,4.8684,127.02,0.016231,0,9.8257,0.50146,0,0,0,18500,6.6042,NaN,199.77,NaN,0.018056,1125964,2529,0.18367,0.83966,0.95647,0.60022,0.1194,0.12004,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.042,0.10189,5.1224,127.04,0.017966,0,9.8257,0.48229,0,0,0,18497,6.6038,NaN,199.77,NaN,0.018714,1166993,2529,0.20076,0.83547,0.97324,0.59603,0.1194,0.12005,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.044,0.11223,5.3765,127.06,0.019789,0,9.8257,0.46442,0,0,0,18494,6.6034,NaN,199.76,NaN,0.019378,1208428,2529,0.21836,0.83143,0.98724,0.59198,0.1194,0.12005,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.046,0.12307,5.6307,127.08,0.021701,0,9.8257,0.44774,0,0,0,18491,6.6031,NaN,199.76,NaN,0.020049,1250230,2529,0.23647,0.82754,0.99879,0.58808,0.1194,0.12005,NaN,NaN,NaN,NaN,NaN,1.3963,101324
0.048,0.13441,5.8849,127.1,0.023701,0,9.8257,0.43214,0,0,0,18488,6.6027,NaN,199.76,NaN,0.020724,1292364,2529,0.25505,0.82377,1.0082,0.58431,0.1194,0.12006,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.05,0.14625,6.1391,127.12,0.025788,0,9.8257,0.41752,0,0,0,18486,6.6023,NaN,199.75,NaN,0.021405,1334800,2529,0.2741,0.82014,1.0157,0.58068,0.11941,0.12006,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.052,0.1586,6.3934,127.14,0.027965,0,9.8257,0.40381,0,0,0,18483,6.602,NaN,199.75,NaN,0.02209,1377509,2529,0.29359,0.81664,1.0215,0.57716,0.11941,0.12006,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.054,0.17144,6.6477,127.16,0.030229,0,9.8257,0.39092,0,0,0,18480,6.6016,NaN,199.75,NaN,0.022779,1420469,2529,0.31352,0.81325,1.0259,0.57377,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.056,0.18478,6.902,127.18,0.032582,0,9.8257,0.37879,0,0,0,18477,6.6012,NaN,199.74,NaN,0.023471,1463657,2529,0.33387,0.80997,1.0289,0.57049,0.11941,0.12007,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.058,0.19863,7.1564,127.2,0.035023,0,9.8257,0.36735,0,0,0,18474,6.6009,NaN,199.74,NaN,0.024167,1507055,2529,0.35464,0.8068,1.0309,0.56731,0.11941,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.06,0.21297,7.4108,127.22,0.037553,0,9.8257,0.35656,0,0,0,18471,6.6005,NaN,199.74,NaN,0.024866,1550646,2529,0.37581,0.80374,1.0319,0.56424,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101323
0.062,0.22782,7.6653,127.24,0.040171,0,9.8257,0.34635,0,0,0,18468,6.6001,NaN,199.73,NaN,0.025568,1594415,2529,0.39737,0.80077,1.032,0.56126,0.11942,0.12008,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.064,0.24317,7.9198,127.26,0.042877,0,9.8257,0.33669,0,0,0,18466,6.5998,NaN,199.73,NaN,0.026273,1638347,2529,0.41932,0.79789,1.0314,0.55838,0.11942,0.12009,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.066,0.25902,8.1744,127.28,0.045672,0,9.8257,0.32753,0,0,0,18463,6.5994,NaN,199.73,NaN,0.02698,1682431,2529,0.44165,0.7951,1.0301,0.55559,0.11942,0.12009,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.068,0.27537,8.429,127.3,0.048555,0,9.8257,0.31884,0,0,0,18460,6.599,NaN,199.72,NaN,0.027689,1726656,2529,0.46435,0.7924,1.0283,0.55287,0.11943,0.1201,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.07,0.29222,8.6836,127.32,0.051527,0,9.8257,0.31059,0,0,0,18457,6.5986,NaN,199.72,NaN,0.0284,1771012,2529,0.48742,0.78978,1.026,0.55024,0.11943,0.1201,NaN,NaN,NaN,NaN,NaN,1.3963,101322
0.072,0.30958,8.9383,127.34,0.054587,0,9.8257,0.30273,0,0,0,18454,6.5983,NaN,199.72,NaN,0.029113,1815489,2529,0.51085,0.78723,1.0233,0.54769,0.11943,0.12011,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.074,0.32743,9.193,127.36,0.057735,0,9.8257,0.29525,0,0,0,18451,6.5979,NaN,199.71,NaN,0.029829,1860079,2529,0.53463,0.78475,1.0202,0.5452,0.11943,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.076,0.34579,9.4477,127.38,0.060972,0,9.8257,0.28812,0,0,0,18448,6.5975,NaN,199.71,NaN,0.030545,1904776,2529,0.5586,0.78235,1.0165,0.54279,0.11944,0.12012,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.078,0.36465,9.7025,127.4,0.064297,0,9.8257,0.28132,0,0,0,18446,6.5972,NaN,199.71,NaN,0.031264,1949572,2529,0.58272,0.78001,1.0122,0.54044,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101321
0.08,0.38401,9.9574,127.42,0.067711,0,9.8257,0.27482,0,0,0,18443,6.5968,NaN,199.7,NaN,0.031984,1994461,2529,0.607,0.77773,1.0074,0.53816,0.11944,0.12013,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.082,0.40387,10.212,127.44,0.071214,0,9.8257,0.26861,0,0,0,18440,6.5964,NaN,199.7,NaN,0.032705,2039437,2529,0.63146,0.77552,1.0023,0.53594,0.11944,0.12014,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.084,0.42424,10.467,127.46,0.074805,0,9.8257,0.26266,0,0,0,18437,6.5961,NaN,199.7,NaN,0.033428,2084495,2529,0.65611,0.77336,0.99691,0.53377,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.086,0.44511,10.722,127.48,0.078484,0,9.8257,0.25697,0,0,0,18434,6.5957,NaN,199.69,NaN,0.034152,2129631,2529,0.68098,0.77126,0.9913,0.53166,0.11945,0.12015,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.088,0.46648,10.977,127.5,0.082252,0,9.8257,0.25151,0,0,0,18431,6.5953,NaN,199.69,NaN,0.034877,2174840,2529,0.70608,0.76921,0.98555,0.5296,0.11945,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101320
0.09,0.48835,11.232,127.52,0.086109,0,9.8257,0.24627,0,0,0,18428,6.595,NaN,199.69,NaN,0.035603,2220118,2529,0.73142,0.76722,0.97969,0.52759,0.11946,0.12016,NaN,NaN,NaN,NaN,NaN,1.3963,101319
0.092,0.51072,11.487,127.55,0.090054,0,9.8257,0.24124,0,0,0,18426,6.5946,200.5,199.68,0.079467,0.03633,2265461,2529,0.757,0.76527,0.97378,0.52564,0.11946,0.12017,7.5744,0.60195,-1.6305e-4,0,0,1.3963,101319
0.095,0.54522,11.87,127.57,0.096144,0,9.8257,0.23438,0,2.645e-4,0,18422,6.5941,200.9,199.68,0.11872,0.037425,2333766,2529,0.7962,0.76243,0.96512,0.52278,0.11947,0.12018,7.3069,0.86728,4.5397e-4,0,4.857e-8,1.3963,101319
0.0995,0.59909,12.444,127.61,0.10568,0,9.8257,0.22481,0,8.6995e-4,-8.2694e-8,18417,6.5934,201.47,199.67,0.17473,0.039072,2436442,2529,0.85623,0.75835,0.95225,0.51868,0.11947,0.1202,6.9383,1.2126,2.2776e-4,0,4.8207e-7,1.3963,101318
0.10625,0.68466,13.306,127.66,0.12087,0,9.8257,0.21186,0,0.0022525,5.8138e-8,18409,6.5924,202.26,199.67,0.25284,0.041549,2590889,2529,0.94923,0.75262,0.93357,0.51291,0.11949,0.12022,6.4489,1.6302,2.4893e-4,0,2.8581e-6,1.3963,101317
0.11625,0.82194,14.583,127.74,0.14534,0,9.8257,0.19526,0,0.0053604,-2.1981e-7,18397,6.5909,203.32,199.65,0.35715,0.045232,2820517,2529,1.0939,0.74486,0.90781,0.50509,0.11951,0.12027,5.8368,2.085,-1.2691e-4,0,1.3657e-5,1.3963,101315
0.12625,0.97178,15.861,127.84,0.17216,0,9.8257,0.18113,0,0.0097554,-3.0808e-7,18382,6.589,204.26,199.64,0.45006,0.048929,3050961,2529,1.2473,0.73785,0.88461,0.49801,0.11953,0.12031,5.3298,2.3982,3.9753e-4,0,3.8657e-5,1.3963,101314
0.13625,1.1342,17.14,127.94,0.20133,0,9.8257,0.16896,0,0.015458,-5.2532e-7,18368,6.5872,205.1,199.62,0.53317,0.052636,3282090,2529,1.4096,0.73147,0.86391,0.49156,0.11955,0.12036,4.9032,2.6143,-2.3193e-4,0,8.3869e-5,1.3962,101312
0.14625,1.3092,18.421,128.04,0.23285,0,9.8257,0.15837,0,0.022489,-5.256e-7,18354,6.5853,205.85,199.6,0.60797,0.056353,3513801,2529,1.5812,0.72563,0.84548,0.48564,0.11958,0.12041,4.5396,2.7595,-3.5207e-4,0,1.5487e-4,1.3962,101310
0.15625,1.4968,19.702,128.13,0.26671,0,9.8257,0.14905,0,0.030866,6.923e-8,18339,6.5835,206.53,199.59,0.6757,0.060078,3746018,2529,1.7623,0.72026,0.82906,0.48018,0.11961,0.12047,4.2261,2.8555,4.3078e-4,0,2.5669e-4,1.3962,101307
0.16625,1.6969,20.984,128.23,0.30292,0,9.8257,0.1408,0,0.04061,8.3271e-7,18325,6.5816,207.15,199.57,0.73734,0.06381,3978680,2529,1.9528,0.71529,0.8144,0.47513,0.11963,0.12053,3.9531,2.9148,3.0052e-5,0,3.9388e-4,1.3962,101305
0.17625,1.9097,22.267,128.33,0.34148,0,9.8257,0.13343,0,0.051735,1.5168e-6,18311,6.5798,207.71,199.55,0.79375,0.06755,4211742,2529,2.153,0.71068,0.80125,0.47042,0.11967,0.12059,3.713,2.9462,-4.7365e-4,0,5.7043e-4,1.3961,101303
0.18625,2.1351,23.551,128.42,0.38238,0,9.8257,0.1268,0,0.064259,1.4292e-6,18296,6.5779,208.23,199.54,0.8456,0.071295,4445164,2529,2.3629,0.70638,0.78941,0.46602,0.1197,0.12066,3.5002,2.9585,5.1928e-6,0,7.8999e-4,1.396,101300
0.19625,2.3732,24.836,128.52,0.42562,0,9.8257,0.1208,0,0.078195,1.9275e-6,18282,6.5761,208.71,199.52,0.8935,0.075045,4678919,2529,2.5824,0.70236,0.7787,0.4619,0.11973,0.12073,3.3102,2.9565,1.6698e-4,0,0.0010558,1.396,101297
0.20625,2.6238,26.122,128.62,0.47122,0,9.8257,0.11534,0,0.093558,1.9818e-6,18268,6.5742,209.15,199.51,0.93793,0.078801,4912979,2529,2.8118,0.69859,0.76898,0.45801,0.11977,0.12081,3.1393,2.9434,-4.5868e-4,0,0.0013708,1.3959,101294
0.21625,2.8872,27.409,128.71,0.51915,0,9.8257,0.11034,0,0.11036,6.4242e-7,18254,6.5723,209.56,199.49,0.97931,0.082562,5147326,2529,3.0509,0.69505,0.76011,0.45435,0.11981,0.12089,2.9846,2.921,3.8764e-4,0,0.0017375,1.3958,101291
0.22625,3.1632,28.697,128.81,0.56944,0,9.8257,0.10575,0,0.12861,1.5483e-7,18239,6.5705,209.94,199.47,1.018,0.086327,5381942,2529,3.2997,0.6917,0.75199,0.45089,0.11985,0.12097,2.8439,2.8934,-3.8578e-4,0,0.0021584,1.3956,101288
0.23625,3.4518,29.986,128.9,0.62207,0,9.8257,0.1015,0,0.14832,-4.1584e-7,18225,6.5686,210.29,199.46,1.0544,0.090097,5616812,2529,3.5584,0.68855,0.74452,0.4476,0.11989,0.12106,2.7151,2.8602,2.9759e-4,0,0.0026355,1.3955,101285
0.24625,3.7532,31.276,128.99,0.67704,0,9.8257,0.097551,0,0.16949,-7.2874e-7,18211,6.5668,210.63,199.44,1.0886,0.09387,5851925,2529,3.8269,0.68556,0.73763,0.44448,0.11993,0.12115,2.5965,2.8237,-3.6559e-4,0,0.0031706,1.3953,101281
0.25625,4.0672,32.567,129.09,0.73437,0,9.8257,0.093871,0,0.19214,-7.4183e-8,18196,6.5649,210.95,199.42,1.121,0.097648,6087269,2529,4.1051,0.68272,0.73125,0.4415,0.11998,0.12124,2.4869,2.7842,4.0772e-4,0,0.0037654,1.3951,101277
0.26625,4.3939,33.858,129.18,0.79404,0,9.8257,0.090425,0,0.21627,6.0652e-8,18182,6.5631,211.25,199.41,1.1518,0.10143,6322836,2529,4.3931,0.68003,0.72532,0.43866,0.12003,0.12134,2.3851,2.7424,2.9983e-4,0,0.0044212,1.3949,101273
0.27625,4.7333,35.151,129.27,0.85607,0,9.8257,0.087183,0,0.24186,2.8436e-6,18168,6.5612,211.53,199.39,1.1811,0.10522,6558618,2529,4.6909,0.67746,0.71979,0.43595,0.12008,0.12144,2.2901,2.6995,-3.6641e-4,0,0.0051389,1.3947,101269
0.28625,5.0855,36.445,129.37,0.92045,0,9.8257,0.084123,0,0.26893,4.8823e-6,18153,6.5593,211.8,199.37,1.209,0.109,6794606,2529,4.9985,0.67502,0.71462,0.43335,0.12013,0.12154,2.201,2.6553,3.7433e-4,0,0.0059198,1.3944,101265
0.29625,5.4503,37.739,129.46,0.98718,0,9.8257,0.081223,0,0.29748,5.8723e-6,18139,6.5575,212.06,199.36,1.2359,0.1128,7030796,2529,5.3159,0.67269,0.70978,0.43085,0.12018,0.12165,2.1172,2.6101,4.7431e-4,0,0.0067644,1.3941,101261
0.30625,5.8279,39.034,129.55,1.0563,-5.4917e-9,9.8257,0.078464,0,0.32749,4.4179e-6,18125,6.5556,212.31,199.34,1.2617,0.11659,7267182,2529,5.643,0.67046,0.70522,0.42846,0.12023,0.12177,2.038,2.5632,-1.0812e-4,0,0.007673,1.3938,101257
0.31625,6.2183,40.331,129.64,1.1277,-7.075e-9,9.8257,0.07583,0,0.35895,3.7987e-6,18110,6.5537,212.55,199.32,1.2866,0.12039,7503758,2529,5.9799,0.66833,0.70092,0.42615,0.12029,0.12188,1.9629,2.5164,-1.3282e-4,0,0.0086453,1.3934,101252
0.32625,6.6214,41.628,129.74,1.2016,-9.0554e-9,9.8257,0.073306,0,0.39184,5.3114e-6,18096,6.5519,212.78,199.31,1.3107,0.1242,7740520,2529,6.3265,0.66629,0.69686,0.42393,0.12035,0.12201,1.8913,2.4691,2.8664e-4,0,0.0096812,1.3931,101247
0.33625,7.0372,42.926,129.83,1.2778,-1.1505e-8,9.8257,0.07088,0,0.42615,3.3787e-6,18082,6.55,213,199.29,1.3341,0.128,7977464,2529,6.6899,0.66504,0.69376,0.4225,0.12041,0.12213,1.823,2.4213,2.1812e-4,0,0.01078,1.3926,101242
0.34625,7.4658,44.225,129.92,1.3563,-1.4493e-8,9.8257,0.06854,0,0.46186,7.4017e-7,18068,6.5481,213.22,199.27,1.3569,0.13181,8214584,2529,7.078,0.66519,0.69222,0.42246,0.12047,0.12226,1.7574,2.373,-5.1196e-5,0,0.011941,1.3922,101237
0.35625,7.9072,45.525,130,1.4373,-1.8043e-8,9.8257,0.066276,0,0.49893,-2.8546e-7,18053,6.5463,213.43,199.26,1.3792,0.13563,8451877,2529,7.4773,0.66534,0.69077,0.42241,0.12054,0.12239,1.6944,2.3234,1.0789e-4,0,0.013162,1.3917,101232
0.36625,8.3614,46.826,130.09,1.5207,-2.2161e-8,9.8257,0.064079,0,0.53732,-2.3881e-6,18039,6.5444,213.64,199.24,1.401,0.13944,8689339,2529,7.8881,0.6655,0.68941,0.42237,0.1206,0.12253,1.6335,2.2738,-2.9388e-4,0,0.014442,1.3911,101227
0.37625,8.8283,48.128,130.18,1.6064,-2.6839e-8,9.8257,0.061939,0,0.57701,-1.796e-6,18025,6.5425,213.84,199.22,1.4224,0.14326,8926966,2529,8.3102,0.66566,0.68814,0.42232,0.12067,0.12267,1.5745,2.2235,1.7405e-4,0,0.015778,1.3905,101221
0.38625,9.3081,49.431,130.27,1.6946,-3.2047e-8,9.8257,0.059851,0,0.61793,-3.0316e-6,18010,6.5406,214.04,199.21,1.4434,0.14708,9164757,2529,8.7438,0.66583,0.68693,0.42228,0.12074,0.12281,1.5173,2.1726,-2.6867e-4,0,0.017168,1.3899,101216
0.39625,9.8007,50.734,130.36,1.7851,-3.7734e-8,9.8257,0.057806,0,0.66005,-7.4989e-6,17996,6.5388,214.24,199.19,1.4642,0.15091,9402707,2529,9.1888,0.666,0.6858,0.42223,0.12081,0.12296,1.4615,2.1213,-3.3124e-4,0,0.018607,1.3892,101210
0.40625,10.306,52.038,130.45,1.8781,-4.3811e-8,9.8256,0.0558,0,0.70329,-7.8374e-6,17982,6.5369,214.43,199.17,1.4847,0.15474,9640816,2529,9.6452,0.66618,0.68473,0.42218,0.12089,0.12311,1.4071,2.0687,3.7533e-4,0,0.020093,1.3885,101204
0.41625,10.824,53.344,130.53,1.9735,-5.0141e-8,9.8256,0.053825,0,0.7476,-7.6364e-6,17967,6.535,214.63,199.15,1.505,0.15857,9879079,2529,10.113,0.66636,0.68371,0.42213,0.12096,0.12327,1.3538,2.0155,1.9229e-4,0,0.021621,1.3878,101198
0.42625,11.355,54.65,130.62,2.0714,-5.6603e-8,9.8256,0.051878,0,0.7929,-1.0497e-5,17953,6.5331,214.82,199.14,1.5252,0.1624,10117494,2529,10.593,0.66655,0.68275,0.42208,0.12104,0.12343,1.3014,1.9613,4.2608e-4,0,0.023186,1.387,101192
0.43625,11.899,55.957,130.7,2.1717,-6.3039e-8,9.8256,0.049954,0,0.83909,-9.2252e-6,17939,6.5313,215.01,199.12,1.5453,0.16624,10356060,2529,11.083,0.66674,0.68184,0.42202,0.12112,0.12359,1.25,1.9071,1.0241e-4,0,0.024781,1.3861,101185
0.44625,12.456,57.264,130.79,2.2745,-6.9262e-8,9.8256,0.048049,0,0.88609,-1.2365e-5,17925,6.5294,215.19,199.1,1.5653,0.17008,10594773,2529,11.586,0.66693,0.68097,0.42197,0.1212,0.12376,1.1993,1.8505,2.9333e-4,0,0.026401,1.3852,101179
0.45625,13.025,58.573,130.88,2.3797,-7.507e-8,9.8256,0.046159,0,0.93378,-1.983e-5,17910,6.5275,215.38,199.09,1.5853,0.17392,10833632,2529,12.1,0.66713,0.68015,0.42191,0.12129,0.12393,1.1492,1.7936,9.9445e-5,0,0.028039,1.3842,101172
0.46625,13.608,59.883,130.96,2.4875,-8.0193e-8,9.8256,0.044281,0,0.98207,-1.7744e-5,17896,6.5256,215.57,199.07,1.6052,0.17777,11072634,2529,12.626,0.66733,0.67938,0.42185,0.12137,0.12411,1.0997,1.7353,-3.8083e-4,0,0.029687,1.3832,101165
0.47625,14.203,61.193,131.04,2.5978,-8.4333e-8,9.8256,0.042412,0,1.0308,-2.0744e-5,17882,6.5237,215.76,199.05,1.6252,0.18162,11311777,2529,13.163,0.66754,0.67865,0.4218,0.12146,0.12429,1.0507,1.6759,4.8722e-4,0,0.031337,1.3822,101158
0.48625,14.811,62.504,131.13,2.7106,-8.717e-8,9.8256,0.04055,0,1.0799,-2.8968e-5,17867,6.5219,215.95,199.03,1.6452,0.18547,11551059,2529,13.713,0.66776,0.67796,0.42174,0.12155,0.12447,1.0021,1.6159,-1.8575e-4,0,0.032979,1.3811,101151
0.49625,15.432,63.816,131.21,2.8259,-8.8322e-8,9.8256,0.038692,0,1.1292,-2.3873e-5,17853,6.52,216.14,199.02,1.6653,0.18932,1.179e7,2529,14.274,0.66797,0.67731,0.42167,0.12164,0.12466,0.95381,1.5541,-3.903e-4,0,0.034605,1.3799,101144
0.50625,16.066,65.129,131.3,2.9438,-8.7378e-8,9.8256,0.036837,0,1.1785,-2.0144e-5,17839,6.5181,216.33,199,1.6855,0.19318,1.203e7,2529,14.847,0.6682,0.6767,0.42161,0.12173,0.12485,0.90584,1.4902,1.9897e-5,0,0.036204,1.3787,101137
0.51625,16.713,66.443,131.38,3.0643,-8.4e-8,9.8256,0.034984,0,1.2277,-1.7629e-5,17824,6.5162,216.52,198.98,1.7057,0.19704,1.227e7,2529,15.432,0.66842,0.67613,0.42155,0.12183,0.12505,0.85813,1.4263,-3.6546e-5,0,0.037764,1.3775,101129
0.52625,17.372,67.757,131.46,3.1874,-7.7959e-8,9.8256,0.03313,0,1.2765,-1.3199e-5,17810,6.5143,216.71,198.97,1.726,0.2009,1.251e7,2529,16.029,0.66866,0.6756,0.42148,0.12193,0.12525,0.81064,1.3602,-4.0595e-6,0,0.039276,1.3761,101121
0.53625,18.045,69.072,131.54,3.3131,-6.9077e-8,9.8256,0.031276,0,1.3249,-1.597e-5,17796,6.5124,216.9,198.95,1.7465,0.20477,12749474,2529,16.639,0.66889,0.67511,0.42142,0.12202,0.12545,0.76337,1.2923,4.8592e-4,0,0.040727,1.3748,101113
0.54625,18.73,70.388,131.62,3.4414,-5.7182e-8,9.8256,0.02942,0,1.3725,-2.2138e-5,17781,6.5105,217.1,198.93,1.7671,0.20864,1.299e7,2529,17.26,0.66913,0.67466,0.42135,0.12213,0.12566,0.71628,1.2234,4.3435e-4,0,0.042103,1.3734,101105
